SITE,DATE,DATE,Watershed,WEIR-REP,Sample ID
Hubbard Brook ,8/19/2019,8/19/2019,4,W4-01,ST190816
Hubbard Brook ,8/26/2019,8/26/2019,4,W4-01,ST190856
Hubbard Brook ,9/3/2019,9/3/2019,4,W4-01,ST190896
Hubbard Brook ,9/9/2019,9/9/2019,4,W4-01,ST190936
Hubbard Brook ,9/16/2019,9/16/2019,4,W4-01,ST191976
Hubbard Brook ,9/23/2019,9/23/2019,4,W4-01,ST191016
Hubbard Brook ,9/30/2019,9/30/2019,4,W4-01,ST191056
Hubbard Brook ,10/7/2019,10/7/2019,4,W4-01,ST191096
Hubbard Brook ,10/15/2019,10/15/2019,4,W4-01,ST191136
Hubbard Brook ,10/21/2019,10/21/2019,4,W4-01,ST191176
Hubbard Brook ,10/28/2019,10/28/2019,4,W4-01,ST191216
Hubbard Brook ,11/4/2019,11/4/2019,4,W4-01,ST191256
Hubbard Brook ,11/11/2019,11/11/2019,4,W4-01,ST191296
Hubbard Brook ,11/18/2019,11/18/2019,4,W4-01,ST191336
Hubbard Brook ,11/25/2019,11/25/2019,4,W4-01,ST191376
Hubbard Brook ,12/3/2019,12/3/2019,4,W4-01,ST191416
Hubbard Brook ,3/25/2019,3/25/2019,4,W4-02,ST190017
Hubbard Brook ,4/1/2019,4/1/2019,4,W4-02,ST190057
Hubbard Brook ,4/8/2019,4/8/2019,4,W4-02,
Hubbard Brook ,4/15/2019,4/15/2019,4,W4-02,ST190097
Hubbard Brook ,4/22/2019,4/22/2019,4,W4-02,ST190137
Hubbard Brook ,4/29/2019,4/29/2019,4,W4-02,ST190177
Hubbard Brook ,5/6/2019,5/6/2019,4,W4-02,ST190217
Hubbard Brook ,5/13/2019,5/13/2019,4,W4-02,ST190257
Hubbard Brook ,5/20/2019,5/20/2019,4,W4-02,ST190297
Hubbard Brook ,5/28/2019,5/28/2019,4,W4-02,ST190337
Hubbard Brook ,6/2/2019,6/2/2019,4,W4-02,ST190377
Hubbard Brook ,6/10/2019,6/10/2019,4,W4-02,ST190417
Hubbard Brook ,6/17/2019,6/17/2019,4,W4-02,ST190457
Hubbard Brook ,6/24/2019,6/24/2019,4,W4-02,ST190497
Hubbard Brook ,7/1/2019,7/1/2019,4,W4-02,ST190537
Hubbard Brook ,7/8/2019,7/8/2019,4,W4-02,ST190577
Hubbard Brook ,7/15/2019,7/15/2019,4,W4-02,ST190617
Hubbard Brook ,7/22/2019,7/22/2019,4,W4-02,ST190657
Hubbard Brook ,7/29/2019,7/29/2019,4,W4-02,ST190697
Hubbard Brook ,8/5/2019,8/5/2019,4,W4-02,ST190737
Hubbard Brook ,8/12/2019,8/12/2019,4,W4-02,ST190777
Hubbard Brook ,8/19/2019,8/19/2019,4,W4-02,ST190817
Hubbard Brook ,8/26/2019,8/26/2019,4,W4-02,ST190857
Hubbard Brook ,9/3/2019,9/3/2019,4,W4-02,ST190897
Hubbard Brook ,9/9/2019,9/9/2019,4,W4-02,ST190937
Hubbard Brook ,9/16/2019,9/16/2019,4,W4-02,ST191977
Hubbard Brook ,9/23/2019,9/23/2019,4,W4-02,ST191017
Hubbard Brook ,9/30/2019,9/30/2019,4,W4-02,ST191057
Hubbard Brook ,10/7/2019,10/7/2019,4,W4-02,ST191097
Hubbard Brook ,10/15/2019,10/15/2019,4,W4-02,ST191137
Hubbard Brook ,10/21/2019,10/21/2019,4,W4-02,ST191177
Hubbard Brook ,10/28/2019,10/28/2019,4,W4-02,ST191217
Hubbard Brook ,11/4/2019,11/4/2019,4,W4-02,ST191257
Hubbard Brook ,11/11/2019,11/11/2019,4,W4-02,ST191297
Hubbard Brook ,11/18/2019,11/18/2019,4,W4-02,ST191337
Hubbard Brook ,11/25/2019,11/25/2019,4,W4-02,ST191377
Hubbard Brook ,12/3/2019,12/3/2019,4,W4-02,ST191417
Hubbard Brook ,3/25/2019,3/25/2019,4,W4-03,ST190018
Hubbard Brook ,4/1/2019,4/1/2019,4,W4-03,ST190058
Hubbard Brook ,4/8/2019,4/8/2019,4,W4-03,
Hubbard Brook ,4/15/2019,4/15/2019,4,W4-03,ST190098
Hubbard Brook ,4/22/2019,4/22/2019,4,W4-03,ST190138
Hubbard Brook ,4/29/2019,4/29/2019,4,W4-03,ST190178
Hubbard Brook ,5/6/2019,5/6/2019,4,W4-03,ST190218
Hubbard Brook ,5/13/2019,5/13/2019,4,W4-03,ST190258
Hubbard Brook ,5/20/2019,5/20/2019,4,W4-03,ST190298
Hubbard Brook ,5/28/2019,5/28/2019,4,W4-03,ST190338
Hubbard Brook ,6/2/2019,6/2/2019,4,W4-03,ST190378
Hubbard Brook ,6/10/2019,6/10/2019,4,W4-03,ST190418
Hubbard Brook ,6/17/2019,6/17/2019,4,W4-03,ST190458
Hubbard Brook ,6/24/2019,6/24/2019,4,W4-03,ST190498
Hubbard Brook ,7/1/2019,7/1/2019,4,W4-03,ST190538
Hubbard Brook ,7/8/2019,7/8/2019,4,W4-03,ST190578
Hubbard Brook ,7/15/2019,7/15/2019,4,W4-03,ST190618
Hubbard Brook ,7/22/2019,7/22/2019,4,W4-03,ST190658
Hubbard Brook ,7/29/2019,7/29/2019,4,W4-03,ST190698
Hubbard Brook ,8/5/2019,8/5/2019,4,W4-03,ST190738
Hubbard Brook ,8/12/2019,8/12/2019,4,W4-03,ST190778
Hubbard Brook ,8/19/2019,8/19/2019,4,W4-03,ST190818
Hubbard Brook ,8/26/2019,8/26/2019,4,W4-03,ST190858
Hubbard Brook ,9/3/2019,9/3/2019,4,W4-03,ST190898
Hubbard Brook ,9/9/2019,9/9/2019,4,W4-03,ST190938
Hubbard Brook ,9/16/2019,9/16/2019,4,W4-03,ST191978
Hubbard Brook ,9/23/2019,9/23/2019,4,W4-03,ST191018
Hubbard Brook ,9/30/2019,9/30/2019,4,W4-03,ST191058
Hubbard Brook ,10/7/2019,10/7/2019,4,W4-03,ST191098
Hubbard Brook ,10/15/2019,10/15/2019,4,W4-03,ST191138
Hubbard Brook ,10/21/2019,10/21/2019,4,W4-03,ST191178
Hubbard Brook ,10/28/2019,10/28/2019,4,W4-03,ST191218
Hubbard Brook ,11/4/2019,11/4/2019,4,W4-03,ST191258
Hubbard Brook ,11/11/2019,11/11/2019,4,W4-03,ST191298
Hubbard Brook ,11/18/2019,11/18/2019,4,W4-03,ST191338
Hubbard Brook ,11/25/2019,11/25/2019,4,W4-03,ST191378
Hubbard Brook ,12/3/2019,12/3/2019,4,W4-03,ST191418
Hubbard Brook ,3/25/2019,3/25/2019,4,W4-04,ST190019
Hubbard Brook ,4/1/2019,4/1/2019,4,W4-04,ST190059
Hubbard Brook ,4/8/2019,4/8/2019,4,W4-04,
Hubbard Brook ,4/15/2019,4/15/2019,4,W4-04,ST190099
Hubbard Brook ,4/22/2019,4/22/2019,4,W4-04,ST190139
Hubbard Brook ,4/29/2019,4/29/2019,4,W4-04,ST190179
Hubbard Brook ,5/6/2019,5/6/2019,4,W4-04,ST190219
Hubbard Brook ,5/13/2019,5/13/2019,4,W4-04,ST190259
Hubbard Brook ,5/20/2019,5/20/2019,4,W4-04,ST190299
Hubbard Brook ,5/28/2019,5/28/2019,4,W4-04,ST190339
Hubbard Brook ,6/2/2019,6/2/2019,4,W4-04,ST190379
Hubbard Brook ,6/10/2019,6/10/2019,4,W4-04,ST190419
Hubbard Brook ,6/17/2019,6/17/2019,4,W4-04,ST190459
Hubbard Brook ,6/24/2019,6/24/2019,4,W4-04,ST190499
Hubbard Brook ,7/1/2019,7/1/2019,4,W4-04,ST190539
Hubbard Brook ,7/8/2019,7/8/2019,4,W4-04,ST190579
Hubbard Brook ,7/15/2019,7/15/2019,4,W4-04,ST190619
Hubbard Brook ,7/22/2019,7/22/2019,4,W4-04,ST190659
Hubbard Brook ,7/29/2019,7/29/2019,4,W4-04,ST190699
Hubbard Brook ,8/5/2019,8/5/2019,4,W4-04,ST190739
Hubbard Brook ,8/12/2019,8/12/2019,4,W4-04,ST190779
Hubbard Brook ,8/19/2019,8/19/2019,4,W4-04,ST190819
Hubbard Brook ,8/26/2019,8/26/2019,4,W4-04,ST190859
Hubbard Brook ,9/3/2019,9/3/2019,4,W4-04,ST190899
Hubbard Brook ,9/9/2019,9/9/2019,4,W4-04,ST190939
Hubbard Brook ,9/16/2019,9/16/2019,4,W4-04,ST191979
Hubbard Brook ,9/23/2019,9/23/2019,4,W4-04,ST191019
Hubbard Brook ,9/30/2019,9/30/2019,4,W4-04,ST191059
Hubbard Brook ,10/7/2019,10/7/2019,4,W4-04,ST191099
Hubbard Brook ,10/15/2019,10/15/2019,4,W4-04,ST191139
Hubbard Brook ,10/21/2019,10/21/2019,4,W4-04,ST191179
Hubbard Brook ,10/28/2019,10/28/2019,4,W4-04,ST191219
Hubbard Brook ,11/4/2019,11/4/2019,4,W4-04,ST191259
Hubbard Brook ,11/11/2019,11/11/2019,4,W4-04,ST191299
Hubbard Brook ,11/18/2019,11/18/2019,4,W4-04,ST191339
Hubbard Brook ,11/25/2019,11/25/2019,4,W4-04,ST191379
Hubbard Brook ,12/3/2019,12/3/2019,4,W4-04,ST191419
Hubbard Brook ,3/25/2019,3/25/2019,4,W4-05,ST190020
Hubbard Brook ,4/1/2019,4/1/2019,4,W4-05,ST190060
Hubbard Brook ,4/8/2019,4/8/2019,4,W4-05,
Hubbard Brook ,4/15/2019,4/15/2019,4,W4-05,ST190100
Hubbard Brook ,4/22/2019,4/22/2019,4,W4-05,ST190140
Hubbard Brook ,4/29/2019,4/29/2019,4,W4-05,ST190180
Hubbard Brook ,5/6/2019,5/6/2019,4,W4-05,ST190220
Hubbard Brook ,5/13/2019,5/13/2019,4,W4-05,ST190260
Hubbard Brook ,5/20/2019,5/20/2019,4,W4-05,ST190300
Hubbard Brook ,5/28/2019,5/28/2019,4,W4-05,ST190340
Hubbard Brook ,6/2/2019,6/2/2019,4,W4-05,ST190380
Hubbard Brook ,6/10/2019,6/10/2019,4,W4-05,ST190420
Hubbard Brook ,6/17/2019,6/17/2019,4,W4-05,ST190460
Hubbard Brook ,6/24/2019,6/24/2019,4,W4-05,ST190500
Hubbard Brook ,7/1/2019,7/1/2019,4,W4-05,ST190540
Hubbard Brook ,7/8/2019,7/8/2019,4,W4-05,ST190580
Hubbard Brook ,7/15/2019,7/15/2019,4,W4-05,ST190620
Hubbard Brook ,7/22/2019,7/22/2019,4,W4-05,ST190660
Hubbard Brook ,7/29/2019,7/29/2019,4,W4-05,ST190700
Hubbard Brook ,8/5/2019,8/5/2019,4,W4-05,ST190740
Hubbard Brook ,8/12/2019,8/12/2019,4,W4-05,ST190780
Hubbard Brook ,8/19/2019,8/19/2019,4,W4-05,ST190820
Hubbard Brook ,8/26/2019,8/26/2019,4,W4-05,ST190860
Hubbard Brook ,9/3/2019,9/3/2019,4,W4-05,ST190900
Hubbard Brook ,9/9/2019,9/9/2019,4,W4-05,ST190940
Hubbard Brook ,9/16/2019,9/16/2019,4,W4-05,ST191980
Hubbard Brook ,9/23/2019,9/23/2019,4,W4-05,ST191020
Hubbard Brook ,9/30/2019,9/30/2019,4,W4-05,ST191060
Hubbard Brook ,10/7/2019,10/7/2019,4,W4-05,ST191100
Hubbard Brook ,10/15/2019,10/15/2019,4,W4-05,ST191140
Hubbard Brook ,10/21/2019,10/21/2019,4,W4-05,ST191180
Hubbard Brook ,10/28/2019,10/28/2019,4,W4-05,ST191220
Hubbard Brook ,11/4/2019,11/4/2019,4,W4-05,ST191260
Hubbard Brook ,11/11/2019,11/11/2019,4,W4-05,ST191300
Hubbard Brook ,11/18/2019,11/18/2019,4,W4-05,ST191340
Hubbard Brook ,11/25/2019,11/25/2019,4,W4-05,ST191380
Hubbard Brook ,12/3/2019,12/3/2019,4,W4-05,ST191420
Hubbard Brook ,3/25/2019,3/25/2019,5,W5-01,ST190021
Hubbard Brook ,4/1/2019,4/1/2019,5,W5-01,ST190061
Hubbard Brook ,4/8/2019,4/8/2019,5,W5-01,
Hubbard Brook ,4/15/2019,4/15/2019,5,W5-01,ST190101
Hubbard Brook ,4/22/2019,4/22/2019,5,W5-01,ST190141
Hubbard Brook ,4/29/2019,4/29/2019,5,W5-01,ST190181
Hubbard Brook ,5/6/2019,5/6/2019,5,W5-01,ST190221
Hubbard Brook ,5/13/2019,5/13/2019,5,W5-01,ST190261
Hubbard Brook ,5/20/2019,5/20/2019,5,W5-01,ST190301
Hubbard Brook ,5/28/2019,5/28/2019,5,W5-01,ST190341
Hubbard Brook ,6/2/2019,6/2/2019,5,W5-01,ST190381
Hubbard Brook ,6/10/2019,6/10/2019,5,W5-01,ST190421
Hubbard Brook ,6/17/2019,6/17/2019,5,W5-01,ST190461
Hubbard Brook ,6/24/2019,6/24/2019,5,W5-01,ST190501
Hubbard Brook ,7/1/2019,7/1/2019,5,W5-01,ST190541
Hubbard Brook ,7/8/2019,7/8/2019,5,W5-01,ST190581
Hubbard Brook ,7/15/2019,7/15/2019,5,W5-01,ST190621
Hubbard Brook ,7/22/2019,7/22/2019,5,W5-01,ST190661
Hubbard Brook ,7/29/2019,7/29/2019,5,W5-01,ST190701
Hubbard Brook ,8/5/2019,8/5/2019,5,W5-01,ST190741
Hubbard Brook ,8/12/2019,8/12/2019,5,W5-01,ST190781
Hubbard Brook ,8/19/2019,8/19/2019,5,W5-01,ST190821
Hubbard Brook ,8/26/2019,8/26/2019,5,W5-01,ST190861
Hubbard Brook ,9/3/2019,9/3/2019,5,W5-01,ST190901
Hubbard Brook ,9/9/2019,9/9/2019,5,W5-01,ST190941
Hubbard Brook ,9/16/2019,9/16/2019,5,W5-01,ST191981
Hubbard Brook ,9/23/2019,9/23/2019,5,W5-01,ST191021
Hubbard Brook ,9/30/2019,9/30/2019,5,W5-01,ST191061
Hubbard Brook ,10/7/2019,10/7/2019,5,W5-01,ST191101
Hubbard Brook ,10/15/2019,10/15/2019,5,W5-01,ST191141
Hubbard Brook ,10/21/2019,10/21/2019,5,W5-01,ST191181
Hubbard Brook ,10/28/2019,10/28/2019,5,W5-01,ST191221
Hubbard Brook ,11/4/2019,11/4/2019,5,W5-01,ST191261
Hubbard Brook ,11/11/2019,11/11/2019,5,W5-01,ST191301
Hubbard Brook ,11/18/2019,11/18/2019,5,W5-01,ST191341
Hubbard Brook ,11/25/2019,11/25/2019,5,W5-01,ST191381
Hubbard Brook ,12/3/2019,12/3/2019,5,W5-01,ST191421
Hubbard Brook ,3/25/2019,3/25/2019,5,W5-02,ST190022
Hubbard Brook ,4/1/2019,4/1/2019,5,W5-02,ST190062
Hubbard Brook ,4/8/2019,4/8/2019,5,W5-02,
Hubbard Brook ,4/15/2019,4/15/2019,5,W5-02,ST190102
Hubbard Brook ,4/22/2019,4/22/2019,5,W5-02,ST190142
Hubbard Brook ,4/29/2019,4/29/2019,5,W5-02,ST190182
Hubbard Brook ,5/6/2019,5/6/2019,5,W5-02,ST190222
Hubbard Brook ,5/13/2019,5/13/2019,5,W5-02,ST190262
Hubbard Brook ,5/20/2019,5/20/2019,5,W5-02,ST190302
Hubbard Brook ,5/28/2019,5/28/2019,5,W5-02,ST190342
Hubbard Brook ,6/2/2019,6/2/2019,5,W5-02,ST190382
Hubbard Brook ,6/10/2019,6/10/2019,5,W5-02,ST190422
Hubbard Brook ,6/17/2019,6/17/2019,5,W5-02,ST190462
Hubbard Brook ,6/24/2019,6/24/2019,5,W5-02,ST190502
Hubbard Brook ,7/1/2019,7/1/2019,5,W5-02,ST190542
Hubbard Brook ,7/8/2019,7/8/2019,5,W5-02,ST190582
Hubbard Brook ,7/15/2019,7/15/2019,5,W5-02,ST190622
Hubbard Brook ,7/22/2019,7/22/2019,5,W5-02,ST190662
Hubbard Brook ,7/29/2019,7/29/2019,5,W5-02,ST190702
Hubbard Brook ,8/5/2019,8/5/2019,5,W5-02,ST190742
Hubbard Brook ,8/12/2019,8/12/2019,5,W5-02,ST190782
Hubbard Brook ,8/19/2019,8/19/2019,5,W5-02,ST190822
Hubbard Brook ,8/26/2019,8/26/2019,5,W5-02,ST190862
Hubbard Brook ,9/3/2019,9/3/2019,5,W5-02,ST190902
Hubbard Brook ,9/9/2019,9/9/2019,5,W5-02,ST190942
Hubbard Brook ,9/16/2019,9/16/2019,5,W5-02,ST191982
Hubbard Brook ,9/23/2019,9/23/2019,5,W5-02,ST191022
Hubbard Brook ,9/30/2019,9/30/2019,5,W5-02,ST191062
Hubbard Brook ,10/7/2019,10/7/2019,5,W5-02,ST191102
Hubbard Brook ,10/15/2019,10/15/2019,5,W5-02,ST191142
Hubbard Brook ,10/21/2019,10/21/2019,5,W5-02,ST191182
Hubbard Brook ,10/28/2019,10/28/2019,5,W5-02,ST191222
Hubbard Brook ,11/4/2019,11/4/2019,5,W5-02,ST191262
Hubbard Brook ,11/11/2019,11/11/2019,5,W5-02,ST191302
Hubbard Brook ,11/18/2019,11/18/2019,5,W5-02,ST191342
Hubbard Brook ,11/25/2019,11/25/2019,5,W5-02,ST191382
Hubbard Brook ,12/3/2019,12/3/2019,5,W5-02,ST191422
Hubbard Brook ,3/25/2019,3/25/2019,5,W5-03,ST190023
Hubbard Brook ,4/1/2019,4/1/2019,5,W5-03,ST190063
Hubbard Brook ,4/8/2019,4/8/2019,5,W5-03,
Hubbard Brook ,4/15/2019,4/15/2019,5,W5-03,ST190103
Hubbard Brook ,4/22/2019,4/22/2019,5,W5-03,ST190143
Hubbard Brook ,4/29/2019,4/29/2019,5,W5-03,ST190183
Hubbard Brook ,5/6/2019,5/6/2019,5,W5-03,ST190223
Hubbard Brook ,5/13/2019,5/13/2019,5,W5-03,ST190263
Hubbard Brook ,5/20/2019,5/20/2019,5,W5-03,ST190303
Hubbard Brook ,5/28/2019,5/28/2019,5,W5-03,ST190343
Hubbard Brook ,6/2/2019,6/2/2019,5,W5-03,ST190383
Hubbard Brook ,6/10/2019,6/10/2019,5,W5-03,ST190423
Hubbard Brook ,6/17/2019,6/17/2019,5,W5-03,ST190463
Hubbard Brook ,6/24/2019,6/24/2019,5,W5-03,ST190503
Hubbard Brook ,7/1/2019,7/1/2019,5,W5-03,ST190543
Hubbard Brook ,7/8/2019,7/8/2019,5,W5-03,ST190583
Hubbard Brook ,7/15/2019,7/15/2019,5,W5-03,ST190623
Hubbard Brook ,7/22/2019,7/22/2019,5,W5-03,ST190663
Hubbard Brook ,7/29/2019,7/29/2019,5,W5-03,ST190703
Hubbard Brook ,8/5/2019,8/5/2019,5,W5-03,ST190743
Hubbard Brook ,8/12/2019,8/12/2019,5,W5-03,ST190783
Hubbard Brook ,8/19/2019,8/19/2019,5,W5-03,ST190823
Hubbard Brook ,8/26/2019,8/26/2019,5,W5-03,ST190863
Hubbard Brook ,9/3/2019,9/3/2019,5,W5-03,ST190903
Hubbard Brook ,9/9/2019,9/9/2019,5,W5-03,ST190943
Hubbard Brook ,9/16/2019,9/16/2019,5,W5-03,ST191983
Hubbard Brook ,9/23/2019,9/23/2019,5,W5-03,ST191023
Hubbard Brook ,9/30/2019,9/30/2019,5,W5-03,ST191063
Hubbard Brook ,10/7/2019,10/7/2019,5,W5-03,ST191103
Hubbard Brook ,10/15/2019,10/15/2019,5,W5-03,ST191143
Hubbard Brook ,10/21/2019,10/21/2019,5,W5-03,ST191183
Hubbard Brook ,10/28/2019,10/28/2019,5,W5-03,ST191223
Hubbard Brook ,11/4/2019,11/4/2019,5,W5-03,ST191263
Hubbard Brook ,11/11/2019,11/11/2019,5,W5-03,ST191303
Hubbard Brook ,11/18/2019,11/18/2019,5,W5-03,ST191343
Hubbard Brook ,11/25/2019,11/25/2019,5,W5-03,ST191383
Hubbard Brook ,12/3/2019,12/3/2019,5,W5-03,ST191423
Hubbard Brook ,3/25/2019,3/25/2019,5,W5-04,ST190024
Hubbard Brook ,4/1/2019,4/1/2019,5,W5-04,ST190064
Hubbard Brook ,4/8/2019,4/8/2019,5,W5-04,
Hubbard Brook ,4/15/2019,4/15/2019,5,W5-04,ST190104
Hubbard Brook ,4/22/2019,4/22/2019,5,W5-04,ST190144
Hubbard Brook ,4/29/2019,4/29/2019,5,W5-04,ST190184
Hubbard Brook ,5/6/2019,5/6/2019,5,W5-04,ST190224
Hubbard Brook ,5/13/2019,5/13/2019,5,W5-04,ST190264
Hubbard Brook ,5/20/2019,5/20/2019,5,W5-04,ST190304
Hubbard Brook ,5/28/2019,5/28/2019,5,W5-04,ST190344
Hubbard Brook ,6/2/2019,6/2/2019,5,W5-04,ST190384
Hubbard Brook ,6/10/2019,6/10/2019,5,W5-04,ST190424
Hubbard Brook ,6/17/2019,6/17/2019,5,W5-04,ST190464
Hubbard Brook ,6/24/2019,6/24/2019,5,W5-04,ST190504
Hubbard Brook ,7/1/2019,7/1/2019,5,W5-04,ST190544
Hubbard Brook ,7/8/2019,7/8/2019,5,W5-04,ST190584
Hubbard Brook ,7/15/2019,7/15/2019,5,W5-04,ST190624
Hubbard Brook ,7/22/2019,7/22/2019,5,W5-04,ST190664
Hubbard Brook ,7/29/2019,7/29/2019,5,W5-04,ST190704
Hubbard Brook ,8/5/2019,8/5/2019,5,W5-04,ST190744
Hubbard Brook ,8/12/2019,8/12/2019,5,W5-04,ST190784
Hubbard Brook ,8/19/2019,8/19/2019,5,W5-04,ST190824
Hubbard Brook ,8/26/2019,8/26/2019,5,W5-04,ST190864
Hubbard Brook ,9/3/2019,9/3/2019,5,W5-04,ST190904
Hubbard Brook ,9/9/2019,9/9/2019,5,W5-04,ST190944
Hubbard Brook ,9/16/2019,9/16/2019,5,W5-04,ST191984
Hubbard Brook ,9/23/2019,9/23/2019,5,W5-04,ST191024
Hubbard Brook ,9/30/2019,9/30/2019,5,W5-04,ST191064
Hubbard Brook ,10/7/2019,10/7/2019,5,W5-04,ST191104
Hubbard Brook ,10/15/2019,10/15/2019,5,W5-04,ST191144
Hubbard Brook ,10/21/2019,10/21/2019,5,W5-04,ST191184
Hubbard Brook ,10/28/2019,10/28/2019,5,W5-04,ST191224
Hubbard Brook ,11/4/2019,11/4/2019,5,W5-04,ST191264
Hubbard Brook ,11/11/2019,11/11/2019,5,W5-04,ST191304
Hubbard Brook ,11/18/2019,11/18/2019,5,W5-04,ST191344
Hubbard Brook ,11/25/2019,11/25/2019,5,W5-04,ST191384
Hubbard Brook ,12/3/2019,12/3/2019,5,W5-04,ST191424
Hubbard Brook ,3/25/2019,3/25/2019,5,W5-05,ST190025
Hubbard Brook ,4/1/2019,4/1/2019,5,W5-05,ST190065
Hubbard Brook ,4/8/2019,4/8/2019,5,W5-05,
Hubbard Brook ,4/15/2019,4/15/2019,5,W5-05,ST190105
Hubbard Brook ,4/22/2019,4/22/2019,5,W5-05,ST190145
Hubbard Brook ,4/29/2019,4/29/2019,5,W5-05,ST190185
Hubbard Brook ,5/6/2019,5/6/2019,5,W5-05,ST190225
Hubbard Brook ,5/13/2019,5/13/2019,5,W5-05,ST190265
Hubbard Brook ,5/20/2019,5/20/2019,5,W5-05,ST190305
Hubbard Brook ,5/28/2019,5/28/2019,5,W5-05,ST190345
Hubbard Brook ,6/2/2019,6/2/2019,5,W5-05,ST190385
Hubbard Brook ,6/10/2019,6/10/2019,5,W5-05,ST190425
Hubbard Brook ,6/17/2019,6/17/2019,5,W5-05,ST190465
Hubbard Brook ,6/24/2019,6/24/2019,5,W5-05,ST190505
Hubbard Brook ,7/1/2019,7/1/2019,5,W5-05,ST190545
Hubbard Brook ,7/8/2019,7/8/2019,5,W5-05,ST190585
Hubbard Brook ,7/15/2019,7/15/2019,5,W5-05,ST190625
Hubbard Brook ,7/22/2019,7/22/2019,5,W5-05,ST190665
Hubbard Brook ,7/29/2019,7/29/2019,5,W5-05,ST190705
Hubbard Brook ,8/5/2019,8/5/2019,5,W5-05,ST190745
Hubbard Brook ,8/12/2019,8/12/2019,5,W5-05,ST190785
Hubbard Brook ,8/19/2019,8/19/2019,5,W5-05,ST190825
Hubbard Brook ,8/26/2019,8/26/2019,5,W5-05,ST190865
Hubbard Brook ,9/3/2019,9/3/2019,5,W5-05,ST190905
Hubbard Brook ,9/9/2019,9/9/2019,5,W5-05,ST190945
Hubbard Brook ,9/16/2019,9/16/2019,5,W5-05,ST191985
Hubbard Brook ,9/23/2019,9/23/2019,5,W5-05,ST191025
Hubbard Brook ,9/30/2019,9/30/2019,5,W5-05,ST191065
Hubbard Brook ,10/7/2019,10/7/2019,5,W5-05,ST191105
Hubbard Brook ,10/15/2019,10/15/2019,5,W5-05,ST191145
Hubbard Brook ,10/21/2019,10/21/2019,5,W5-05,ST191185
Hubbard Brook ,10/28/2019,10/28/2019,5,W5-05,ST191225
Hubbard Brook ,11/4/2019,11/4/2019,5,W5-05,ST191265
Hubbard Brook ,11/11/2019,11/11/2019,5,W5-05,ST191305
Hubbard Brook ,11/18/2019,11/18/2019,5,W5-05,ST191345
Hubbard Brook ,11/25/2019,11/25/2019,5,W5-05,ST191385
Hubbard Brook ,12/3/2019,12/3/2019,5,W5-05,ST191425
Hubbard Brook ,3/25/2019,3/25/2019,6,W6-01,ST190026
Hubbard Brook ,4/1/2019,4/1/2019,6,W6-01,ST190066
Hubbard Brook ,4/8/2019,4/8/2019,6,W6-01,
Hubbard Brook ,4/15/2019,4/15/2019,6,W6-01,ST190106
Hubbard Brook ,4/22/2019,4/22/2019,6,W6-01,ST190146
Hubbard Brook ,4/29/2019,4/29/2019,6,W6-01,ST190186
Hubbard Brook ,5/6/2019,5/6/2019,6,W6-01,ST190226
Hubbard Brook ,5/13/2019,5/13/2019,6,W6-01,ST190266
Hubbard Brook ,5/20/2019,5/20/2019,6,W6-01,ST190306
Hubbard Brook ,5/28/2019,5/28/2019,6,W6-01,ST190346
Hubbard Brook ,6/2/2019,6/2/2019,6,W6-01,ST190386
Hubbard Brook ,6/10/2019,6/10/2019,6,W6-01,ST190426
Hubbard Brook ,6/17/2019,6/17/2019,6,W6-01,ST190466
Hubbard Brook ,6/24/2019,6/24/2019,6,W6-01,ST190506
Hubbard Brook ,7/1/2019,7/1/2019,6,W6-01,ST190546
Hubbard Brook ,7/8/2019,7/8/2019,6,W6-01,ST190586
Hubbard Brook ,7/15/2019,7/15/2019,6,W6-01,ST190626
Hubbard Brook ,7/22/2019,7/22/2019,6,W6-01,ST190666
Hubbard Brook ,7/29/2019,7/29/2019,6,W6-01,ST190706
Hubbard Brook ,8/5/2019,8/5/2019,6,W6-01,ST190746
Hubbard Brook ,8/12/2019,8/12/2019,6,W6-01,ST190786
Hubbard Brook ,8/19/2019,8/19/2019,6,W6-01,ST190826
Hubbard Brook ,8/26/2019,8/26/2019,6,W6-01,ST190866
Hubbard Brook ,9/3/2019,9/3/2019,6,W6-01,ST190906
Hubbard Brook ,9/9/2019,9/9/2019,6,W6-01,ST190946
Hubbard Brook ,9/16/2019,9/16/2019,6,W6-01,ST191986
Hubbard Brook ,9/23/2019,9/23/2019,6,W6-01,ST191026
Hubbard Brook ,9/30/2019,9/30/2019,6,W6-01,ST191066
Hubbard Brook ,10/7/2019,10/7/2019,6,W6-01,ST191106
Hubbard Brook ,10/15/2019,10/15/2019,6,W6-01,ST191146
Hubbard Brook ,10/21/2019,10/21/2019,6,W6-01,ST191186
Hubbard Brook ,10/28/2019,10/28/2019,6,W6-01,ST191226
Hubbard Brook ,11/4/2019,11/4/2019,6,W6-01,ST191266
Hubbard Brook ,11/11/2019,11/11/2019,6,W6-01,ST191306
Hubbard Brook ,11/18/2019,11/18/2019,6,W6-01,ST191346
Hubbard Brook ,11/25/2019,11/25/2019,6,W6-01,ST191386
Hubbard Brook ,12/3/2019,12/3/2019,6,W6-01,ST191426
Hubbard Brook ,3/25/2019,3/25/2019,6,W6-02,ST190027
Hubbard Brook ,4/1/2019,4/1/2019,6,W6-02,ST190067
Hubbard Brook ,4/8/2019,4/8/2019,6,W6-02,
