,Sample,Watershed,Date,aDipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,aDipteran_Small,Terrestrial_Small,Other_Small
891,7,1,8/13/2018,2,3,0,0,0,0,0,0,0
892,7,2,8/13/2018,0,0,0,0,0,3,12,0,4
893,7,4,8/13/2018,0,0,0,0,0,0,0,0,0
894,7,6,8/13/2018,1,0,0,0,0,1,2,0,0
895,7,9,8/13/2018,3,0,0,0,4,2,5,0,0
896,7,HBK,8/13/2018,0,0,1,0,0,1,8,0,0
897,8,1,8/13/2018,0,6,0,0,0,0,3,0,0
898,8,2,8/13/2018,1,0,0,0,3,5,28,0,4
899,8,4,8/13/2018,0,0,0,0,0,0,0,0,0
900,8,6,8/13/2018,0,1,0,0,0,0,14,0,1
901,8,9,8/13/2018,0,0,0,0,5,0,2,0,0
902,8,9,8/13/2018,0,0,0,0,5,0,2,0,2
903,8,HBK,8/13/2018,0,1,0,0,0,0,6,0,0
904,9,1,8/13/2018,3,1,0,0,0,0,0,0,0
905,9,2,8/13/2018,0,0,0,0,0,1,14,0,7
906,9,4,8/13/2018,0,0,0,0,0,0,0,0,0
907,9,6,8/13/2018,0,0,0,0,1,0,6,0,5
908,9,9,8/13/2018,4,0,0,0,6,1,5,0,0
909,9,HBK,8/13/2018,1,0,0,0,1,0,8,0,0
910,10,1,8/13/2018,1,2,0,0,0,0,0,0,0
911,10,2,8/13/2018,4,3,0,0,0,4,26,0,5
912,10,4,8/13/2018,0,0,0,0,0,0,0,0,0
913,10,6,8/13/2018,0,0,0,0,0,2,7,0,2
914,10,9,8/13/2018,2,0,0,0,5,1,10,0,0
915,10,HBK,8/13/2018,0,0,0,0,0,0,6,0,0
916,1,1,8/20/2018,0,0,0,0,0,0,0,0,0
917,1,2,8/20/2018,3,1,0,0,0,1,16,0,4
918,1,4,8/20/2018,0,0,0,0,0,0,0,0,0
919,1,6,8/20/2018,0,0,1,0,0,6,3,0,0
920,1,9,8/20/2018,1,0,0,0,2,1,7,0,0
921,1,9,8/20/2018,1,0,0,0,2,1,7,0,3
922,1,HBK,8/20/2018,0,0,0,0,0,0,5,0,0
923,2,1,8/20/2018,0,5,0,0,0,0,10,2,0
924,2,2,8/20/2018,0,2,0,0,4,1,18,4,7
925,2,4,8/20/2018,0,0,0,0,0,0,0,0,0
926,2,6,8/20/2018,0,0,0,0,1,1,14,0,4
927,2,9,8/20/2018,4,0,0,0,13,1,15,0,2
928,2,9,8/20/2018,4,0,0,0,13,1,15,0,1
929,2,HBK,8/20/2018,1,0,0,0,0,0,7,0,0
930,3,1,8/20/2018,0,2,0,0,0,0,6,0,0
931,3,2,8/20/2018,1,1,1,0,4,2,18,2,3
932,3,4,8/20/2018,0,0,0,0,0,0,0,0,0
933,3,6,8/20/2018,2,0,0,0,0,2,3,0,0
934,3,9,8/20/2018,0,1,1,0,3,3,10,0,0
935,3,HBK,8/20/2018,0,0,0,0,0,0,12,0,0
936,4,1,8/20/2018,0,3,0,0,0,0,0,0,0
937,4,2,8/20/2018,1,0,0,0,4,1,16,0,8
938,4,4,8/20/2018,0,0,0,0,0,0,0,0,0
939,4,6,8/20/2018,0,0,0,0,0,1,6,0,0
940,4,9,8/20/2018,2,0,0,0,4,1,15,0,0
941,4,9,8/20/2018,2,0,0,0,4,1,15,0,2
942,4,HBK,8/20/2018,0,0,0,0,0,0,23,0,0
943,5,1,8/20/2018,0,2,0,0,0,0,0,0,0
944,5,2,8/20/2018,2,1,0,0,2,0,23,2,2
945,5,4,8/20/2018,0,0,0,0,0,0,0,0,0
946,5,6,8/20/2018,1,0,0,0,0,3,6,0,3
947,5,9,8/20/2018,1,3,0,0,1,0,5,0,0
948,5,HBK,8/20/2018,1,0,0,0,1,0,11,0,0
949,6,1,8/20/2018,1,4,0,0,0,0,0,0,0
950,6,2,8/20/2018,1,0,0,0,1,1,18,1,6
951,6,4,8/20/2018,0,0,0,0,0,0,0,0,0
952,6,6,8/20/2018,1,0,0,0,0,2,7,0,5
953,6,9,8/20/2018,6,1,0,0,1,0,13,0,0
954,6,9,8/20/2018,6,1,0,0,1,0,13,0,1
955,6,HBK,8/20/2018,1,0,1,0,0,0,10,0,0
956,7,1,8/20/2018,0,5,0,0,1,0,0,0,0
957,7,2,8/20/2018,0,0,0,0,0,0,12,3,0
958,7,4,8/20/2018,0,0,0,0,0,0,0,0,0
959,7,6,8/20/2018,1,0,0,0,1,1,6,0,2
960,7,9,8/20/2018,2,0,0,0,3,1,7,0,1
961,7,9,8/20/2018,2,0,0,0,3,1,7,0,0
962,7,HBK,8/20/2018,2,0,0,0,0,0,7,0,0
963,8,1,8/20/2018,0,2,0,0,0,0,10,2,0
964,8,2,8/20/2018,2,0,0,0,2,2,14,1,4
965,8,4,8/20/2018,0,0,0,0,0,0,0,0,0
966,8,6,8/20/2018,0,0,0,0,0,0,7,0,2
967,8,9,8/20/2018,0,0,0,0,0,0,9,0,2
968,8,9,8/20/2018,0,0,0,0,0,0,9,0,0
969,8,HBK,8/20/2018,1,0,0,0,0,0,9,0,0
970,9,1,8/20/2018,0,2,0,0,0,0,2,0,0
971,9,2,8/20/2018,1,0,0,0,2,0,10,1,9
972,9,4,8/20/2018,0,0,0,0,0,0,0,0,0
973,9,6,8/20/2018,0,0,0,0,0,0,8,0,2
974,9,9,8/20/2018,1,0,0,0,1,0,0,0,0
975,9,9,8/20/2018,1,0,0,0,1,0,0,0,1
976,9,HBK,8/20/2018,0,0,2,0,0,0,21,0,0
977,10,1,8/20/2018,2,1,0,0,0,0,0,0,0
978,10,2,8/20/2018,2,1,0,0,0,2,18,3,4
979,10,4,8/20/2018,0,0,0,0,0,0,0,0,0
980,10,6,8/20/2018,0,0,0,0,0,3,4,0,0
981,10,9,8/20/2018,3,0,0,0,0,1,5,0,0
982,10,9,8/20/2018,3,0,0,0,0,1,5,0,2
983,10,HBK,8/20/2018,0,0,2,0,1,0,22,0,0
984,1,2,8/27/2018,0,0,0,0,0,0,0,0,0
985,1,3,8/27/2018,2,1,0,0,1,0,11,0,3
986,1,4,8/27/2018,2,1,0,0,1,0,11,0,3
987,1,6,8/27/2018,0,1,0,0,0,0,3,0,1
988,1,9,8/27/2018,3,1,2,0,1,0,2,0,1
989,1,9,8/27/2018,3,1,2,0,1,0,2,0,0
990,1,HBK,8/27/2018,1,0,0,0,1,1,3,0,0
991,2,2,8/27/2018,0,0,0,0,0,0,0,0,0
992,2,3,8/27/2018,1,0,0,0,1,0,9,0,5
993,2,4,8/27/2018,1,0,0,0,1,0,9,0,5
994,2,6,8/27/2018,1,0,0,0,2,0,5,0,0
995,2,9,8/27/2018,2,0,0,0,1,0,2,0,1
996,2,9,8/27/2018,2,0,0,0,1,0,2,0,0
997,2,HBK,8/27/2018,0,0,0,0,0,0,6,0,0
998,3,2,8/27/2018,0,0,0,0,0,0,0,0,0
999,3,3,8/27/2018,3,0,0,0,1,1,19,1,6
1000,3,4,8/27/2018,3,0,0,0,1,1,19,1,6
1001,3,6,8/27/2018,1,0,0,0,0,1,4,0,2
1002,3,9,8/27/2018,2,1,1,0,1,1,11,0,1
1003,3,9,8/27/2018,2,1,1,0,1,1,11,0,0
1004,3,HBK,8/27/2018,5,0,0,0,0,1,1,0,0
1005,4,2,8/27/2018,0,0,0,0,0,0,0,0,0
1006,4,3,8/27/2018,2,0,0,0,2,1,18,0,2
1007,4,4,8/27/2018,2,0,0,0,2,1,18,0,2
1008,4,6,8/27/2018,1,0,0,0,0,0,6,0,3
1009,4,9,8/27/2018,1,0,0,0,0,0,9,0,0
1010,4,HBK,8/27/2018,4,0,0,0,0,1,0,0,0
1011,5,2,8/27/2018,0,0,0,0,0,0,0,0,0
1012,5,3,8/27/2018,0,2,0,0,1,1,10,2,2
1013,5,4,8/27/2018,0,2,0,0,1,1,10,2,2
1014,5,6,8/27/2018,1,0,0,0,0,1,2,0,0
1015,5,9,8/27/2018,6,0,1,0,1,0,4,0,0
1016,5,HBK,8/27/2018,0,0,0,0,0,0,8,0,0
1017,6,2,8/27/2018,0,0,0,0,0,0,0,0,0
1018,6,3,8/27/2018,0,0,0,0,1,1,21,2,0
1019,6,4,8/27/2018,0,0,0,0,1,1,21,2,0
1020,6,6,8/27/2018,0,0,0,0,0,1,6,0,1
1021,6,9,8/27/2018,5,0,0,0,2,0,5,0,2
1022,6,9,8/27/2018,5,0,0,0,2,0,5,0,1
1023,6,HBK,8/27/2018,0,0,0,0,0,0,8,0,0
1024,7,2,8/27/2018,0,0,0,0,0,0,0,0,0
1025,7,3,8/27/2018,3,0,0,0,3,0,14,0,2
1026,7,4,8/27/2018,3,0,0,0,3,0,14,0,2
1027,7,6,8/27/2018,0,0,0,0,0,1,11,0,0
1028,7,9,8/27/2018,2,0,0,0,2,1,10,0,0
1029,7,9,8/27/2018,2,0,0,0,2,1,10,0,1
1030,7,HBK,8/27/2018,0,0,0,0,0,0,8,0,0
1031,8,2,8/27/2018,0,0,0,0,0,0,0,0,0
1032,8,3,8/27/2018,2,0,0,0,2,0,13,0,0
1033,8,4,8/27/2018,2,0,0,0,2,0,13,0,0
1034,8,6,8/27/2018,1,0,0,0,0,2,7,0,1
1035,8,9,8/27/2018,7,1,0,0,2,0,13,0,1
1036,8,HBK,8/27/2018,2,0,0,0,1,0,1,0,0
1037,9,2,8/27/2018,0,0,0,0,0,0,0,0,0
1038,9,3,8/27/2018,3,0,0,0,0,0,17,0,1
1039,9,4,8/27/2018,3,0,0,0,0,0,17,0,1
1040,9,6,8/27/2018,0,0,0,0,0,2,2,0,0
1041,9,9,8/27/2018,2,1,1,0,0,0,6,0,0
1042,9,HBK,8/27/2018,0,0,0,0,1,0,8,0,0
1043,10,2,8/27/2018,0,0,0,0,0,0,0,0,0
1044,10,3,8/27/2018,3,0,1,0,1,1,16,0,1
1045,10,4,8/27/2018,3,0,1,0,1,1,16,0,1
1046,10,6,8/27/2018,1,0,0,0,0,0,7,0,0
1047,10,9,8/27/2018,4,0,0,0,6,0,1,0,0
1048,10,HBK,8/27/2018,2,0,0,0,2,0,15,0,0
1049,1,1,9/4/2018,2,2,0,0,1,0,0,0,0
1050,1,2,9/4/2018,2,1,0,0,0,3,2,3,5
1051,1,3,9/4/2018,2,0,0,0,0,0,16,0,4
1052,1,4,9/4/2018,2,0,0,0,0,0,16,0,4
1053,1,6,9/4/2018,1,0,0,0,0,0,4,0,3
1054,1,9,9/4/2018,4,0,0,0,1,0,6,0,0
1055,1,HBK,9/4/2018,3,1,0,0,1,0,32,6,0
1056,2,1,9/4/2018,1,4,0,0,0,0,0,0,0
1057,2,2,9/4/2018,2,3,0,0,0,3,6,1,3
1058,2,3,9/4/2018,2,2,0,0,0,2,17,2,11
1059,2,4,9/4/2018,2,2,0,0,0,2,17,2,11
1060,2,6,9/4/2018,0,1,0,0,0,1,3,0,2
1061,2,9,9/4/2018,4,0,0,0,3,0,7,0,0
1062,2,HBK,9/4/2018,1,0,0,0,3,0,33,0,0
1063,3,1,9/4/2018,1,3,0,0,0,0,8,2,0
1064,3,2,9/4/2018,5,3,0,0,0,0,16,1,10
1065,3,3,9/4/2018,1,0,1,0,0,2,16,1,4
1066,3,4,9/4/2018,1,0,1,0,0,2,16,1,4
1067,3,6,9/4/2018,0,0,0,0,0,3,7,0,1
1068,3,9,9/4/2018,7,0,0,0,0,0,7,0,0
1069,3,HBK,9/4/2018,2,1,0,0,0,0,12,0,0
1070,4,1,9/4/2018,1,0,0,0,0,0,0,0,0
1071,4,2,9/4/2018,2,2,0,0,1,1,10,2,4
1072,4,3,9/4/2018,1,0,0,0,4,2,13,0,10
1073,4,4,9/4/2018,1,0,0,0,4,2,13,0,10
1074,4,6,9/4/2018,0,0,0,0,0,0,3,0,0
1075,4,9,9/4/2018,0,0,0,0,1,0,6,0,0
1076,4,HBK,9/4/2018,0,0,1,0,2,0,13,0,0
1077,5,1,9/4/2018,0,7,0,0,0,0,0,0,0
1078,5,2,9/4/2018,0,0,0,0,0,1,4,3,0
1079,5,3,9/4/2018,4,1,0,0,0,1,31,2,24
1080,5,4,9/4/2018,4,1,0,0,0,1,31,2,24
1081,5,6,9/4/2018,1,0,0,0,0,1,4,0,0
1082,5,9,9/4/2018,3,1,1,0,0,0,6,0,0
1083,5,9,9/4/2018,3,1,1,0,0,0,6,0,2
1084,5,HBK,9/4/2018,0,0,0,0,0,0,17,0,0
1085,6,1,9/4/2018,1,4,0,0,0,0,9,0,0
1086,6,2,9/4/2018,2,1,0,0,0,1,8,6,4
1087,6,3,9/4/2018,3,0,0,0,1,2,18,1,14
1088,6,4,9/4/2018,3,0,0,0,1,2,18,1,14
1089,6,6,9/4/2018,0,0,0,0,0,1,7,0,0
1090,6,9,9/4/2018,4,0,0,0,1,0,3,0,0
1091,6,9,9/4/2018,4,0,0,0,1,0,3,0,1
1092,6,HBK,9/4/2018,2,0,0,0,0,0,25,0,0
1093,7,1,9/4/2018,0,9,0,0,0,0,11,0,0
1094,7,2,9/4/2018,0,0,0,0,0,0,2,5,0
1095,7,3,9/4/2018,2,4,0,0,0,0,13,0,9
1096,7,4,9/4/2018,2,4,0,0,0,0,13,0,9
1097,7,6,9/4/2018,0,0,0,0,0,1,4,0,1
1098,7,9,9/4/2018,2,0,1,0,5,0,9,0,0
1099,7,HBK,9/4/2018,1,1,0,0,0,1,18,0,0
1100,8,1,9/4/2018,1,3,0,0,0,0,0,0,0
1101,8,2,9/4/2018,2,0,0,0,0,1,3,0,0
1102,8,3,9/4/2018,4,0,0,0,0,1,18,0,2
1103,8,4,9/4/2018,4,0,0,0,0,1,18,0,2
1104,8,6,9/4/2018,0,0,0,0,0,1,7,0,0
1105,8,9,9/4/2018,0,0,0,0,0,0,11,0,0
1106,8,9,9/4/2018,0,0,0,0,0,0,11,0,25
1107,8,HBK,9/4/2018,0,0,0,0,0,0,11,0,0
1108,9,1,9/4/2018,0,0,0,0,0,0,6,0,0
1109,9,2,9/4/2018,2,0,0,0,0,0,6,4,6
1110,9,3,9/4/2018,1,0,3,0,2,2,13,0,1
1111,9,4,9/4/2018,1,0,3,0,2,2,13,0,1
1112,9,6,9/4/2018,1,0,0,0,0,2,6,0,4
1113,9,9,9/4/2018,2,0,0,0,1,0,2,0,0
1114,9,HBK,9/4/2018,0,1,0,0,0,0,10,0,0
1115,10,2,9/4/2018,1,2,0,0,0,1,9,3,0
1116,10,3,9/4/2018,0,1,0,0,0,2,16,0,11
1117,10,4,9/4/2018,0,1,0,0,0,2,16,0,11
1118,10,6,9/4/2018,0,0,0,0,0,0,4,0,0
1119,10,9,9/4/2018,1,0,0,0,0,0,4,0,4
1120,10,9,9/4/2018,1,0,0,0,0,0,4,0,2
1121,10,HBK,9/4/2018,0,0,0,0,0,0,25,0,0
1122,1,1,9/10/2018,0,2,0,0,0,0,0,0,0
1123,1,2,9/10/2018,0,1,0,0,0,0,4,0,9
1124,1,3,9/10/2018,2,0,0,0,0,2,14,0,9
1125,1,4,9/10/2018,2,0,0,0,0,2,14,0,9
1126,1,6,9/10/2018,0,0,0,0,0,0,6,0,1
1127,1,9,9/10/2018,1,0,1,0,0,0,2,0,1
1128,1,9,9/10/2018,1,0,1,0,0,0,2,0,0
1129,1,HBK,9/10/2018,3,0,0,0,0,0,29,0,0
1130,2,1,9/10/2018,1,1,0,0,0,0,2,0,0
1131,2,2,9/10/2018,0,0,0,0,0,0,3,1,0
1132,2,3,9/10/2018,3,0,0,0,2,0,18,0,18
1133,2,4,9/10/2018,3,0,0,0,2,0,18,0,18
1134,2,6,9/10/2018,1,0,0,0,0,0,5,0,1
1135,2,9,9/10/2018,5,0,0,0,0,0,9,0,2
1136,2,HBK,9/10/2018,0,0,0,0,1,1,30,0,0
1137,3,1,9/10/2018,1,1,0,0,0,0,0,0,0
1138,3,2,9/10/2018,0,0,0,0,0,0,9,0,5
1139,3,3,9/10/2018,4,0,0,0,0,1,13,1,20
1140,3,4,9/10/2018,4,0,0,0,0,1,13,1,20
1141,3,6,9/10/2018,0,0,1,0,0,2,2,0,0
1142,3,9,9/10/2018,4,0,1,0,1,0,0,0,3
1143,3,9,9/10/2018,4,0,1,0,1,0,0,0,0
1144,3,HBK,9/10/2018,0,0,0,0,0,0,18,0,0
1145,4,1,9/10/2018,0,0,0,0,0,0,0,0,0
1146,4,2,9/10/2018,1,0,0,0,0,0,2,0,0
1147,4,3,9/10/2018,5,1,1,0,0,3,22,0,23
1148,4,4,9/10/2018,5,1,1,0,0,3,22,0,23
1149,4,6,9/10/2018,0,0,0,0,0,1,2,0,0
1150,4,9,9/10/2018,1,0,0,0,0,0,4,0,0
1151,4,HBK,9/10/2018,0,0,0,0,0,0,12,0,0
1152,5,1,9/10/2018,2,0,0,0,1,0,3,0,0
1153,5,2,9/10/2018,0,1,0,0,1,0,0,0,0
1154,5,3,9/10/2018,1,0,0,0,0,0,16,0,5
1155,5,4,9/10/2018,1,0,0,0,0,0,16,0,5
1156,5,6,9/10/2018,0,0,0,0,0,1,2,0,0
1157,5,9,9/10/2018,4,0,1,0,3,0,10,0,1
1158,5,9,9/10/2018,4,0,1,0,3,0,10,0,0
1159,5,HBK,9/10/2018,0,0,0,0,0,0,6,0,0
1160,6,1,9/10/2018,0,1,0,0,0,0,0,0,0
1161,6,2,9/10/2018,1,1,0,0,0,0,7,0,3
1162,6,3,9/10/2018,0,0,0,0,0,1,11,1,10
1163,6,4,9/10/2018,0,0,0,0,0,1,11,1,10
1164,6,6,9/10/2018,1,0,0,0,1,0,8,0,2
1165,6,9,9/10/2018,3,0,0,0,0,0,12,0,2
1166,6,9,9/10/2018,3,0,0,0,0,0,12,0,1
1167,6,HBK,9/10/2018,0,0,0,0,0,0,11,0,0
1168,7,1,9/10/2018,0,0,0,0,0,0,4,1,0
1169,7,2,9/10/2018,1,0,0,0,0,0,14,1,0
1170,7,3,9/10/2018,1,2,0,0,0,0,24,0,8
1171,7,4,9/10/2018,1,2,0,0,0,0,24,0,8
1172,7,6,9/10/2018,1,0,0,0,0,0,4,0,1
1173,7,9,9/10/2018,1,0,1,0,1,0,5,0,2
1174,7,9,9/10/2018,1,0,1,0,1,0,5,0,1
1175,7,HBK,9/10/2018,0,1,0,0,0,0,1,0,0
1176,8,1,9/10/2018,1,1,0,0,1,0,0,0,0
1177,8,2,9/10/2018,1,0,0,0,1,2,6,2,0
1178,8,3,9/10/2018,3,0,0,0,0,1,9,0,5
1179,8,4,9/10/2018,3,0,0,0,0,1,9,0,5
1180,8,6,9/10/2018,1,0,0,0,0,2,6,0,2
1181,8,9,9/10/2018,2,0,0,0,9,1,5,0,0
1182,8,HBK,9/10/2018,0,0,0,0,0,0,10,0,0
1183,9,1,9/10/2018,1,2,0,0,0,0,0,0,0
1184,9,2,9/10/2018,1,0,0,0,0,0,6,1,6
1185,9,3,9/10/2018,0,0,0,0,1,0,39,2,13
1186,9,4,9/10/2018,0,0,0,0,1,0,39,2,13
1187,9,6,9/10/2018,1,0,0,0,0,0,5,0,1
1188,9,9,9/10/2018,1,0,0,0,4,0,3,0,3
1189,9,9,9/10/2018,1,0,0,0,4,0,3,0,0
1190,9,HBK,9/10/2018,0,0,0,0,0,0,6,0,0
1191,10,1,9/10/2018,0,1,0,0,0,0,1,0,0
1192,10,2,9/10/2018,0,1,0,0,0,0,4,2,7
1193,10,3,9/10/2018,2,2,0,0,0,2,16,3,6
1194,10,4,9/10/2018,2,2,0,0,0,2,16,3,6
1195,10,6,9/10/2018,0,0,0,0,0,1,5,0,1
1196,10,9,9/10/2018,2,0,0,0,3,0,1,0,0
1197,10,HBK,9/10/2018,0,0,0,0,0,0,6,0,0
1198,1,1,9/17/2018,0,0,0,0,0,0,2,0,0
1199,1,2,9/17/2018,0,2,0,0,0,1,0,1,3
1200,1,3,9/17/2018,0,2,0,0,1,1,12,3,7
1201,1,4,9/17/2018,0,2,0,0,1,1,12,3,7
1202,1,6,9/17/2018,1,0,0,0,0,0,3,0,0
1203,1,9,9/17/2018,5,2,1,0,2,0,10,0,0
1204,1,HBK,9/17/2018,0,0,0,0,0,2,7,0,0
1205,2,1,9/17/2018,2,0,0,0,0,0,0,0,0
1206,2,2,9/17/2018,2,0,0,0,0,0,0,0,0
1207,2,3,9/17/2018,0,0,1,0,0,0,18,0,5
1208,2,4,9/17/2018,0,0,1,0,0,0,18,0,5
1209,2,6,9/17/2018,1,0,0,0,0,0,2,0,1
1210,2,9,9/17/2018,2,0,0,0,2,0,6,0,0
1211,2,HBK,9/17/2018,0,0,0,0,0,2,0,0,0
1212,3,1,9/17/2018,2,4,0,0,0,0,0,0,0
1213,3,2,9/17/2018,1,0,0,0,0,0,4,1,0
1214,3,3,9/17/2018,2,0,0,0,0,1,10,1,1
1215,3,4,9/17/2018,2,0,0,0,0,1,10,1,1
1216,3,6,9/17/2018,1,0,0,0,0,0,6,0,0
1217,3,9,9/17/2018,0,0,0,0,0,0,1,0,0
1218,3,HBK,9/17/2018,0,0,0,0,0,0,10,0,0
1219,4,1,9/17/2018,2,0,0,0,0,0,0,0,0
1220,4,2,9/17/2018,2,0,0,0,0,0,0,2,0
1221,4,3,9/17/2018,0,0,0,0,1,0,9,0,6
1222,4,4,9/17/2018,0,0,0,0,1,0,9,0,6
1223,4,6,9/17/2018,0,0,0,0,0,0,2,0,2
1224,4,9,9/17/2018,0,0,0,0,0,0,5,0,1
1225,4,9,9/17/2018,0,0,0,0,0,0,5,0,3
1226,4,HBK,9/17/2018,1,0,0,0,0,0,5,0,0
1227,5,1,9/17/2018,0,0,0,0,0,0,2,0,0
1228,5,2,9/17/2018,3,0,0,0,0,0,4,6,0
1229,5,3,9/17/2018,2,0,0,0,0,1,9,2,3
1230,5,4,9/17/2018,2,0,0,0,0,1,9,2,3
1231,5,6,9/17/2018,0,0,0,0,0,0,3,0,0
1232,5,9,9/17/2018,1,0,2,0,0,0,0,0,1
1233,5,9,9/17/2018,1,0,2,0,0,0,0,0,0
1234,5,HBK,9/17/2018,1,0,0,0,0,0,16,0,0
1235,6,1,9/17/2018,0,1,0,0,0,0,0,0,0
1236,6,2,9/17/2018,4,0,0,0,0,1,10,1,4
1237,6,3,9/17/2018,5,0,0,0,0,1,8,4,2
1238,6,4,9/17/2018,5,0,0,0,0,1,8,4,2
1239,6,6,9/17/2018,0,0,0,0,0,0,6,0,0
1240,6,9,9/17/2018,2,0,0,0,0,0,4,0,3
1241,6,9,9/17/2018,2,0,0,0,0,0,4,0,0
1242,6,HBK,9/17/2018,0,0,0,0,0,0,10,0,0
1243,7,1,9/17/2018,0,0,0,0,0,0,5,5,0
1244,7,2,9/17/2018,1,0,0,0,0,0,2,1,4
1245,7,3,9/17/2018,4,0,0,0,0,0,23,7,6
1246,7,4,9/17/2018,4,0,0,0,0,0,23,7,6
1247,7,6,9/17/2018,0,0,0,0,0,0,5,0,2
1248,7,9,9/17/2018,1,0,0,0,0,0,3,0,3
1249,7,9,9/17/2018,1,0,0,0,0,0,3,0,0
1250,7,HBK,9/17/2018,1,0,1,0,0,0,6,0,0
1251,8,1,9/17/2018,0,0,0,0,0,0,0,0,0
1252,8,2,9/17/2018,2,0,0,0,0,0,6,2,3
1253,8,3,9/17/2018,2,1,0,0,0,0,18,2,6
1254,8,4,9/17/2018,2,1,0,0,0,0,18,2,6
1255,8,6,9/17/2018,0,0,0,0,0,1,7,0,3
1256,8,9,9/17/2018,2,0,0,0,0,0,1,0,1
1257,8,9,9/17/2018,2,0,0,0,0,0,1,0,4
1258,8,HBK,9/17/2018,1,0,0,0,0,1,4,0,0
1259,9,1,9/17/2018,0,0,0,0,0,0,5,2,0
1260,9,2,9/17/2018,1,0,0,0,0,1,18,3,1
1261,9,3,9/17/2018,0,0,1,0,0,0,6,1,6
1262,9,4,9/17/2018,0,0,1,0,0,0,6,1,6
1263,9,6,9/17/2018,0,0,0,0,0,0,3,0,0
1264,9,9,9/17/2018,1,0,0,0,0,0,2,0,2
1265,9,9,9/17/2018,1,0,0,0,0,0,2,0,0
1266,9,HBK,9/17/2018,0,1,0,0,0,0,5,0,0
1267,10,1,9/17/2018,1,2,0,0,0,0,0,0,0
1268,10,2,9/17/2018,5,0,0,0,0,0,7,5,1
1269,10,3,9/17/2018,2,0,0,0,1,0,9,3,10
1270,10,4,9/17/2018,2,0,0,0,1,0,9,3,10
1271,10,6,9/17/2018,0,0,0,0,0,2,9,0,1
1272,10,9,9/17/2018,2,0,0,0,3,0,3,0,1
1273,10,9,9/17/2018,2,0,0,0,3,0,3,0,2
1274,10,HBK,9/17/2018,0,0,0,0,0,0,8,0,0
1275,1,1,9/24/2018,1,0,1,0,0,0,0,0,0
1276,1,2,9/24/2018,0,0,0,0,0,0,3,0,0
1277,1,3,9/24/2018,6,1,0,0,1,0,28,0,2
1278,1,4,9/24/2018,6,1,0,0,1,0,28,0,2
1279,1,6,9/24/2018,1,0,0,0,0,0,9,0,3
1280,1,9,9/24/2018,2,0,0,0,2,0,8,0,1
1281,1,HBK,9/24/2018,0,0,0,0,0,0,5,0,0
1282,2,1,9/24/2018,1,1,0,0,0,0,0,0,0
1283,2,2,9/24/2018,5,1,0,0,0,0,4,5,6
1284,2,3,9/24/2018,3,0,0,0,0,1,36,1,5
1285,2,4,9/24/2018,3,0,0,0,0,1,36,1,5
1286,2,6,9/24/2018,1,0,0,0,0,0,7,0,1
1287,2,9,9/24/2018,1,0,0,0,0,0,7,0,0
1288,2,HBK,9/24/2018,3,0,0,0,0,0,1,0,0
1289,3,1,9/24/2018,5,3,0,0,0,0,5,0,0
1290,3,2,9/24/2018,4,0,0,0,0,0,15,7,13
1291,3,3,9/24/2018,2,1,0,0,0,1,26,0,4
1292,3,4,9/24/2018,2,1,0,0,0,1,26,0,4
1293,3,6,9/24/2018,0,0,0,0,0,0,2,0,0
1294,3,9,9/24/2018,2,0,0,0,2,0,7,0,1
1295,3,HBK,9/24/2018,0,0,0,0,0,0,8,0,0
1296,4,1,9/24/2018,0,0,0,0,0,0,0,0,0
1297,4,2,9/24/2018,1,1,0,0,0,0,15,1,4
1298,4,3,9/24/2018,1,0,0,0,0,2,14,2,6
1299,4,4,9/24/2018,1,0,0,0,0,2,14,2,6
1300,4,6,9/24/2018,0,0,0,0,0,0,5,0,1
1301,4,9,9/24/2018,4,0,0,0,3,1,2,0,0
1302,4,9,9/24/2018,4,0,0,0,3,1,2,0,2
1303,4,HBK,9/24/2018,2,0,0,0,0,1,3,0,0
1304,5,1,9/24/2018,1,0,0,0,0,0,7,0,0
1305,5,2,9/24/2018,0,0,0,0,0,1,12,1,4
1306,5,3,9/24/2018,1,0,0,0,0,0,37,2,3
1307,5,4,9/24/2018,1,0,0,0,0,0,37,2,3
1308,5,6,9/24/2018,1,0,0,0,0,0,17,0,1
1309,5,9,9/24/2018,3,0,0,0,0,0,2,0,0
1310,5,9,9/24/2018,3,0,0,0,0,0,2,0,1
1311,5,HBK,9/24/2018,3,0,0,0,0,0,10,0,0
1312,6,1,9/24/2018,2,0,0,0,0,0,0,0,0
1313,6,2,9/24/2018,0,0,0,0,0,0,5,2,2
1314,6,3,9/24/2018,3,0,0,0,0,0,19,0,6
1315,6,4,9/24/2018,3,0,0,0,0,0,19,0,6
1316,6,6,9/24/2018,0,0,0,0,0,0,15,0,1
1317,6,9,9/24/2018,3,0,0,0,0,0,1,0,1
1318,6,9,9/24/2018,3,0,0,0,0,0,1,0,3
1319,6,HBK,9/24/2018,2,0,0,0,0,0,5,0,0
1320,7,1,9/24/2018,1,1,0,0,0,0,7,0,0
1321,7,2,9/24/2018,3,0,0,0,0,0,5,2,3
1322,7,3,9/24/2018,0,3,0,0,0,0,50,2,7
1323,7,4,9/24/2018,0,3,0,0,0,0,50,2,7
1324,7,6,9/24/2018,0,0,0,0,0,0,11,0,1
