"Sample","Watershed","Date","Dipteran_Large","Terrestrial_Large","Caddisfly_Large","Mayfly_Large","Stonefly_Large","Other_Large","Dipteran_Small","Terrestrial_Small","Other_Small"
"1","2","9/17/2018",0,2,0,0,0,1,0,1,3
"2","2","9/17/2018",2,0,0,0,0,0,0,0,0
"3","2","9/17/2018",1,0,0,0,0,0,4,1,0
"4","2","9/17/2018",2,0,0,0,0,0,0,2,0
"5","2","9/17/2018",3,0,0,0,0,0,4,6,0
"6","2","9/17/2018",4,0,0,0,0,1,10,1,4
"7","2","9/17/2018",1,0,0,0,0,0,2,1,4
"8","2","9/17/2018",2,0,0,0,0,0,6,2,3
"9","2","9/17/2018",1,0,0,0,0,1,18,3,1
"10","2","9/17/2018",5,0,0,0,0,0,7,5,1
"1","2","9/10/2018",0,1,0,0,0,0,4,0,9
"2","2","9/10/2018",0,0,0,0,0,0,3,1,0
"3","2","9/10/2018",0,0,0,0,0,0,9,0,5
"4","2","9/10/2018",1,0,0,0,0,0,2,0,0
"5","2","9/10/2018",0,1,0,0,1,0,0,0,0
"6","2","9/10/2018",1,1,0,0,0,0,7,0,3
"7","2","9/10/2018",1,0,0,0,0,0,14,1,0
"8","2","9/10/2018",1,0,0,0,1,2,6,2,0
"9","2","9/10/2018",1,0,0,0,0,0,6,1,6
"10","2","9/10/2018",0,1,0,0,0,0,4,2,7
"1","2","9/4/2018",2,1,0,0,0,3,2,3,5
"2","2","9/4/2018",2,3,0,0,0,3,6,1,3
"3","2","9/4/2018",5,3,0,0,0,0,16,1,10
"4","2","9/4/2018",2,2,0,0,1,1,10,2,4
"5","2","9/4/2018",0,0,0,0,0,1,4,3,0
"6","2","9/4/2018",2,1,0,0,0,1,8,6,4
"7","2","9/4/2018",0,0,0,0,0,0,2,5,0
"8","2","9/4/2018",2,0,0,0,0,1,3,0,0
"9","2","9/4/2018",2,0,0,0,0,0,6,4,6
"10","2","9/4/2018",1,2,0,0,0,1,9,3,0
"1","2","8/27/2018",0,0,0,0,0,0,0,0,0
"2","2","8/27/2018",0,0,0,0,0,0,0,0,0
"3","2","8/27/2018",0,0,0,0,0,0,0,0,0
"4","2","8/27/2018",0,0,0,0,0,0,0,0,0
"5","2","8/27/2018",0,0,0,0,0,0,0,0,0
"6","2","8/27/2018",0,0,0,0,0,0,0,0,0
"7","2","8/27/2018",0,0,0,0,0,0,0,0,0
"8","2","8/27/2018",0,0,0,0,0,0,0,0,0
"9","2","8/27/2018",0,0,0,0,0,0,0,0,0
"10","2","8/27/2018",0,0,0,0,0,0,0,0,0
"1","2","8/20/2018",3,1,0,0,0,1,16,0,4
"2","2","8/20/2018",0,2,0,0,4,1,18,4,7
"3","2","8/20/2018",1,1,1,0,4,2,18,2,3
"4","2","8/20/2018",1,0,0,0,4,1,16,0,8
"5","2","8/20/2018",2,1,0,0,2,0,23,2,2
"6","2","8/20/2018",1,0,0,0,1,1,18,1,6
"7","2","8/20/2018",0,0,0,0,0,0,12,3,0
"8","2","8/20/2018",2,0,0,0,2,2,14,1,4
"9","2","8/20/2018",1,0,0,0,2,0,10,1,9
"10","2","8/20/2018",2,1,0,0,0,2,18,3,4
"1","2","8/13/2018",2,1,0,0,2,2,21,0,7
"2","2","8/13/2018",4,0,0,0,0,2,32,0,19
"3","2","8/13/2018",1,2,0,0,2,2,5,2,10
"4","2","8/13/2018",0,0,0,0,4,1,19,1,0
"5","2","8/13/2018",4,0,0,0,4,9,20,0,5
"6","2","8/13/2018",0,0,0,0,4,3,21,0,8
"7","2","8/13/2018",0,0,0,0,0,3,12,0,4
"8","2","8/13/2018",1,0,0,0,3,5,28,0,4
"9","2","8/13/2018",0,0,0,0,0,1,14,0,7
"10","2","8/13/2018",4,3,0,0,0,4,26,0,5
"1","2","8/6/2018",1,0,0,0,0,0,2,0,0
"2","2","8/6/2018",1,2,0,0,0,0,5,4,9
"3","2","8/6/2018",0,1,0,0,1,0,5,2,4
"4","2","8/6/2018",3,0,0,0,2,3,13,0,10
"5","2","8/6/2018",1,0,0,0,2,1,7,3,5
"6","2","8/6/2018",3,1,0,0,5,1,11,0,3
"1","2","8/6/2018",0,0,0,0,0,0,0,0,0
"2","2","8/6/2018",0,0,0,0,0,0,0,0,0
"3","2","8/6/2018",0,0,0,0,0,0,0,0,0
"4","2","8/6/2018",0,0,0,0,0,0,0,0,0
"5","2","8/6/2018",0,0,0,0,0,0,0,0,0
"6","2","8/6/2018",0,0,0,0,0,0,0,0,0
"7","2","8/6/2018",3,1,0,0,2,2,11,1,5
"8","2","8/6/2018",1,0,0,0,3,9,24,0,9
"9","2","8/6/2018",4,0,0,0,0,3,27,0,15
"10","2","8/6/2018",1,0,0,0,0,1,20,0,4
"1","2","7/30/2018",0,0,0,0,0,0,0,0,0
"2","2","7/30/2018",0,0,0,0,0,0,0,0,0
"3","2","7/30/2018",0,0,0,0,0,0,0,0,0
"4","2","7/30/2018",0,0,0,0,0,0,0,0,0
"5","2","7/30/2018",0,0,0,0,0,0,0,0,0
"6","2","7/30/2018",0,0,0,0,0,0,0,0,0
"7","2","7/30/2018",0,0,0,0,0,0,0,0,0
"8","2","7/30/2018",0,0,0,0,0,0,0,0,0
"9","2","7/30/2018",0,0,0,0,0,0,0,0,0
"10","2","7/30/2018",0,0,0,0,0,0,0,0,0
"1","2","7/23/2018",0,0,0,0,0,0,0,0,0
"2","2","7/23/2018",0,0,0,0,0,0,0,0,0
"3","2","7/23/2018",0,0,0,0,0,0,0,0,0
"4","2","7/23/2018",0,0,0,0,0,0,0,0,0
"5","2","7/23/2018",0,0,0,0,0,0,0,0,0
"6","2","7/23/2018",0,0,0,0,0,0,0,0,0
"7","2","7/23/2018",0,0,0,0,0,0,0,0,0
"8","2","7/23/2018",0,0,0,0,0,0,0,0,0
"9","2","7/23/2018",0,0,0,0,0,0,0,0,0
"10","2","7/23/2018",0,0,0,0,0,0,0,0,0
"1","2","7/16/2018",0,0,0,0,0,0,0,0,0
"2","2","7/16/2018",0,1,0,0,0,0,3,0,4
"3","2","7/16/2018",1,0,0,0,0,1,1,0,5
"4","2","7/16/2018",3,0,0,0,0,0,3,0,3
"5","2","7/16/2018",4,0,0,0,0,4,18,0,11
"6","2","7/16/2018",0,0,0,0,0,0,0,0,0
"7","2","7/16/2018",0,0,0,0,0,0,0,0,0
"8","2","7/16/2018",0,0,0,0,0,0,0,0,0
"9","2","7/16/2018",0,0,0,0,0,0,0,0,0
"10","2","7/16/2018",0,0,0,0,0,0,0,0,0
"1","2","7/9/2018",0,0,0,0,1,3,32,0,2
"2","2","7/9/2018",0,0,0,0,0,2,18,0,0
"3","2","7/9/2018",1,0,0,0,1,1,8,0,0
"4","2","7/9/2018",9,1,0,0,0,3,13,0,1
"5","2","7/9/2018",0,0,0,0,0,4,13,0,1
"6","2","7/9/2018",1,0,0,0,1,0,8,0,2
"7","2","7/9/2018",6,0,0,0,0,0,38,1,2
"8","2","7/9/2018",3,0,1,0,0,2,16,1,0
"9","2","7/9/2018",2,0,0,0,0,2,5,0,4
"10","2","7/9/2018",3,0,0,0,1,1,24,0,2
"1","2","6/25/2018",1,0,0,0,0,0,36,0,18
"2","2","6/25/2018",3,1,0,0,0,0,50,0,14
"3","2","6/25/2018",2,1,0,0,1,2,37,0,5
"4","2","6/25/2018",0,0,0,0,1,3,57,1,7
"5","2","6/25/2018",2,2,0,0,0,2,50,0,6
"6","2","6/25/2018",1,0,0,0,1,0,37,0,2
"7","2","6/25/2018",1,0,0,0,1,2,26,0,13
"8","2","6/25/2018",1,0,0,0,0,3,73,0,27
"9","2","6/25/2018",3,0,0,0,0,1,59,0,6
"10","2","6/25/2018",2,0,0,0,0,1,51,0,6
"1","2","6/18/2018",0,0,0,0,0,6,25,0,10
"2","2","6/18/2018",4,0,0,0,0,5,36,0,11
"3","2","6/18/2018",0,2,3,0,0,3,48,0,15
"4","2","6/18/2018",3,0,0,0,0,3,79,0,20
"5","2","6/18/2018",3,1,0,0,0,3,23,1,20
"6","2","6/18/2018",1,0,1,0,0,0,30,0,8
"7","2","6/18/2018",3,0,1,0,2,4,41,2,15
"8","2","6/18/2018",3,0,0,0,0,5,50,5,25
"9","2","6/18/2018",2,0,0,0,0,5,28,0,9
"10","2","6/18/2018",2,0,1,0,0,11,34,0,24
"1","2","6/11/2018",2,1,0,0,0,1,41,0,9
"2","2","6/11/2018",3,2,0,0,0,2,43,1,14
"3","2","6/11/2018",0,1,0,0,0,1,35,0,12
"4","2","6/11/2018",1,1,0,0,0,1,33,1,9
"5","2","6/11/2018",2,0,0,0,0,3,15,0,9
"6","2","6/11/2018",2,1,0,0,1,2,35,0,0
"7","2","6/11/2018",0,0,0,0,0,3,43,0,5
"8","2","6/11/2018",4,0,1,0,0,3,35,0,2
"9","2","6/11/2018",1,0,0,0,0,1,23,0,4
"10","2","6/11/2018",2,0,0,0,1,0,48,0,9
"1","2","6/4/2018",2,1,0,0,3,3,26,0,1
"2","2","6/4/2018",1,1,0,0,5,1,67,0,12
"3","2","6/4/2018",1,1,1,0,2,4,94,0,4
"4","2","6/4/2018",1,3,0,0,1,4,86,0,2
"5","2","6/4/2018",0,0,0,0,0,0,30,1,2
"6","2","6/4/2018",0,0,0,0,1,4,38,0,4
"7","2","6/4/2018",0,0,0,0,3,1,42,1,2
"8","2","6/4/2018",0,1,0,0,3,3,36,0,3
"9","2","6/4/2018",0,0,0,0,2,1,30,0,4
"10","2","6/4/2018",0,0,0,0,1,2,25,0,2
"1","2","5/29/2018",0,3,0,0,1,0,112,0,1
"2","2","5/29/2018",0,1,1,0,2,4,143,0,0
"3","2","5/29/2018",0,0,0,0,1,4,107,1,0
"4","2","5/29/2018",1,0,0,0,2,1,83,0,3
"5","2","5/29/2018",0,4,0,0,1,2,36,0,6
"6","2","5/29/2018",1,0,0,0,1,1,49,0,0
"7","2","5/29/2018",0,2,0,0,0,3,83,1,4
"8","2","5/29/2018",0,0,0,0,0,7,112,0,6
"9","2","5/29/2018",0,0,0,0,0,7,101,0,0
"10","2","5/29/2018",0,0,0,0,1,2,0,4,4
"1","2","5/21/2018",1,0,0,0,0,2,79,0,1
"2","2","5/21/2018",0,0,0,0,0,2,124,0,8
"3","2","5/21/2018",0,0,0,0,0,1,69,0,6
"4","2","5/21/2018",2,0,0,0,0,2,29,0,4
"5","2","5/21/2018",0,0,0,0,2,0,42,0,3
"6","2","5/21/2018",0,1,0,0,0,1,54,1,5
"7","2","5/21/2018",2,0,0,0,0,3,86,0,4
"8","2","5/21/2018",0,0,0,0,0,1,32,0,1
"9","2","5/21/2018",0,1,0,0,0,2,74,0,1
"10","2","5/21/2018",13,0,0,0,0,0,45,0,7
"1","2","5/14/2018",0,0,0,0,0,3,64,0,10
"2","2","5/14/2018",0,0,0,0,0,4,23,0,0
"3","2","5/14/2018",0,0,0,0,0,0,39,0,0
"4","2","5/14/2018",1,0,0,0,0,2,48,0,5
"5","2","5/14/2018",0,0,0,0,0,0,79,0,11
"6","2","5/14/2018",0,0,0,0,0,0,42,0,10
"7","2","5/14/2018",0,0,0,0,0,0,43,0,0
"8","2","5/14/2018",0,0,0,0,0,2,36,0,6
"9","2","5/14/2018",1,0,0,0,0,1,16,0,2
"10","2","5/14/2018",1,0,0,0,0,2,15,0,3
"ST190016","3","3/25/2019",1,0,0,0,0,0,0,0,0
"ST190016","3","3/25/2019",0,0,0,0,0,0,0,0,0
"ST190096","3","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190096","3","4/15/2019",0,0,0,0,0,0,0,0,0
"ST190176","3","4/29/2019",5,1,0,0,0,0,3,0,3
"ST190176","3","4/29/2019",1,0,0,0,0,0,1,0,0
"ST190177","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190177","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190178","2","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190178","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190179","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190179","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190180","3","4/29/2019",0,0,0,0,0,0,0,0,0
"ST190180","3","4/29/2019",0,0,0,0,0,0,0,0,0
"1","3","4/8/2019",2,0,0,0,0,0,0,0,0
"2","3","4/8/2019",2,0,0,0,0,0,0,0,0
"ST190371","3","6/2/2019",6,1,0,0,1,2,71,0,5
"ST190371","3","6/2/2019",0,0,0,0,0,2,64,0,4
"ST190372","3","6/2/2019",12,4,0,0,0,3,82,1,2
"ST190372","3","6/2/2019",7,4,0,0,0,0,55,0,1
"ST190373","3","6/2/2019",3,1,0,0,0,0,65,0,4
"ST190373","3","6/2/2019",4,4,0,0,0,1,91,0,1
"ST190374","3","6/2/2019",4,0,1,0,0,0,72,0,0
"ST190374","3","6/2/2019",6,1,0,0,0,0,61,0,0
"ST190375","3","6/2/2019",16,2,0,0,0,0,59,0,4
"ST190375","3","6/2/2019",18,0,0,0,0,0,78,0,1
"ST190411","3","6/10/2019",15,15,5,1,2,5,178,2,14
"ST190411","3","6/10/2019",15,14,1,0,1,9,105,0,1
"ST190412","3","6/10/2019",18,8,1,0,1,21,213,0,5
"ST190412","3","6/10/2019",7,11,0,0,2,17,242,0,4
"ST190413","3","6/10/2019",10,10,3,0,1,6,298,0,9
"ST190413","3","6/10/2019",10,18,5,0,5,7,139,0,9
"ST190414","3","6/10/2019",8,19,2,0,1,9,230,0,5
"ST190414","3","6/10/2019",5,9,2,0,1,7,216,0,21
"ST190415","3","6/10/2019",1,8,2,0,1,5,239,0,10
"ST190415","3","6/10/2019",3,14,3,0,1,6,204,0,0
"ST190051","3","4/1/2019",0,1,0,0,0,0,0,0,0
"ST190051","3","4/1/2019",0,0,0,0,0,1,0,0,0
"3","3","4/8/2019",1,2,0,0,0,0,0,0,0
"4","3","4/8/2019",2,1,0,0,0,0,0,0,0
"ST190091","3","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190091","3","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190031","3","4/22/2019",0,0,0,0,0,0,0,0,0
"ST190031","3","4/22/2019",2,0,0,0,0,0,0,0,0
"ST190171","3","4/29/2019",8,1,0,0,0,1,7,0,2
"ST190171","3","4/29/2019",9,0,0,0,1,1,6,0,2
"ST190172","3","4/29/2019",2,1,0,0,0,0,3,0,2
"ST190172","3","4/29/2019",1,0,0,0,0,0,5,0,2
"ST190173","3","4/29/2019",4,0,1,0,0,0,4,1,1
"ST190173","3","4/29/2019",2,2,0,0,1,0,4,0,2
"ST190174","3","4/29/2019",2,0,0,0,0,0,4,0,5
"ST190174","3","4/29/2019",3,0,0,0,0,0,4,0,4
"ST190175","3","4/29/2019",5,0,0,0,1,1,5,0,2
"ST190175","3","4/29/2019",3,5,0,0,0,0,11,0,5
"ST190211","3","5/6/2019",2,1,0,0,0,0,11,0,2
"ST190211","3","5/6/2019",10,0,0,0,0,0,15,0,2
"ST190212","3","5/6/2019",7,0,0,0,0,0,12,1,1
"ST190212","3","5/6/2019",6,1,0,0,0,0,18,0,3
"ST190213","3","5/6/2019",7,0,0,0,0,0,10,1,1
"ST190213","3","5/6/2019",8,0,0,0,0,0,25,0,1
"ST190214","3","5/6/2019",19,1,0,0,1,0,27,0,3
"ST190214","3","5/6/2019",4,1,0,0,0,0,13,0,0
"ST190215","3","5/6/2019",4,1,0,0,0,0,6,1,1
"ST190215","3","5/6/2019",10,1,0,0,0,0,10,0,5
"ST190251","3","5/13/2019",5,0,0,0,0,1,83,0,1
"ST190251","3","5/13/2019",1,0,0,0,0,0,52,1,1
"ST190252","3","5/13/2019",6,0,1,0,0,0,65,0,4
"ST190252","3","5/13/2019",4,3,0,0,0,0,67,1,2
"ST190253","3","5/13/2019",5,1,1,0,0,0,41,1,0
"ST190253","3","5/13/2019",3,1,0,0,0,0,28,0,1
"ST190254","3","5/13/2019",2,2,0,0,0,0,63,3,2
"ST190254","3","5/13/2019",0,0,0,0,0,0,24,0,3
"ST190255","3","5/13/2019",4,0,0,0,0,0,25,1,2
"ST190255","3","5/13/2019",4,0,0,0,0,0,58,0,5
"ST190291","3","5/20/2019",4,1,0,0,0,1,158,0,7
"ST190291","3","5/20/2019",5,0,0,0,0,1,162,0,6
"ST190292","3","5/20/2019",1,1,0,0,0,3,119,0,11
"ST190292","3","5/20/2019",2,0,0,0,1,0,90,3,7
"ST190293","3","5/20/2019",7,0,0,0,0,1,110,8,5
"ST190293","3","5/20/2019",12,0,0,0,0,3,219,11,13
"ST190294","3","5/20/2019",2,1,0,0,0,1,143,4,10
"ST190294","3","5/20/2019",4,2,0,0,0,2,92,5,8
"ST190295","3","5/20/2019",6,1,0,0,0,2,116,3,11
"ST190295","3","5/20/2019",12,1,0,0,0,4,158,7,4
"ST190331","3","5/28/2020",2,0,0,0,1,3,134,13,8
"ST190331","3","5/28/2019",7,2,0,0,1,0,194,5,11
"ST190332","3","5/28/2019",2,1,0,1,0,2,293,11,13
"ST190332","3","5/28/2019",4,1,0,0,2,2,76,0,2
"ST190333","3","5/28/2019",5,0,1,0,0,1,329,0,11
"ST190333","3","5/28/2019",12,0,0,0,0,6,221,5,9
"ST190334","3","5/28/2019",19,4,0,0,0,4,263,11,4
"ST190334","3","5/28/2019",10,7,0,0,0,0,149,2,5
"ST190335","3","5/28/2019",5,0,0,0,1,1,192,12,0
"ST190335","3","5/28/2019",13,1,0,0,0,7,186,9,7
"1","4","5/14/2018",3,1,0,0,0,1,90,0,5
"2","4","5/14/2018",0,1,0,0,0,0,53,0,2
"3","4","5/14/2018",0,1,0,0,0,3,82,0,1
"4","4","5/14/2018",1,0,0,0,0,2,24,0,5
"5","4","5/14/2018",0,0,0,0,0,0,9,0,1
"6","4","5/14/2018",0,5,0,0,0,2,20,0,1
"7","4","5/14/2018",0,0,0,0,0,0,6,0,2
"8","4","5/14/2018",5,7,0,0,0,0,127,0,10
"9","4","5/14/2018",0,2,0,0,0,0,50,0,6
"10","4","5/14/2018",0,0,0,0,0,2,135,0,6
"1","4","5/21/2018",2,0,0,0,0,3,96,0,0
"2","4","5/21/2018",5,0,0,0,0,1,39,0,3
"3","4","5/21/2018",2,0,0,0,1,0,16,0,2
"4","4","5/21/2018",4,0,0,0,0,1,33,0,2
"5","4","5/21/2018",2,0,0,0,0,3,46,0,6
"6","4","5/21/2018",7,0,0,0,0,5,56,0,5
"7","4","5/21/2018",0,0,0,0,0,5,57,4,11
"8","4","5/21/2018",0,0,0,0,2,0,54,5,9
"9","4","5/21/2018",0,0,0,0,0,1,39,0,9
"10","4","5/21/2018",1,0,0,0,0,3,58,0,11
"1","4","5/29/2018",0,0,0,0,0,9,100,2,9
"2","4","5/29/2018",0,2,0,0,3,3,106,0,5
"3","4","5/29/2018",2,0,0,0,2,7,75,0,9
"4","4","5/29/2018",0,0,0,0,0,10,209,0,6
"5","4","5/29/2018",0,2,0,0,1,10,49,3,0
"6","4","5/29/2018",1,1,0,0,0,10,80,3,5
"7","4","5/29/2018",2,0,2,0,4,2,182,0,6
"8","4","5/29/2018",1,3,0,0,1,9,97,0,0
"9","4","5/29/2018",0,1,0,0,0,5,49,0,7
"10","4","5/29/2018",2,0,0,0,1,4,112,0,22
"1","4","6/4/2018",0,0,0,0,0,0,0,0,0
"2","4","6/4/2018",0,0,0,0,0,0,0,0,0
"3","4","6/4/2018",0,0,0,0,0,0,0,0,0
"4","4","6/4/2018",0,0,0,0,0,0,0,0,0
"5","4","6/4/2018",0,0,0,0,0,0,0,0,0
"6","4","6/4/2018",0,0,0,0,0,0,0,0,0
"7","4","6/4/2018",0,0,0,0,0,0,0,0,0
"8","4","6/4/2018",0,0,0,0,0,0,0,0,0
"9","4","6/4/2018",0,0,0,0,0,0,0,0,0
"10","4","6/4/2018",0,0,0,0,0,0,0,0,0
"1","4","6/11/2018",0,0,0,0,0,0,0,0,0
"2","4","6/11/2018",0,0,0,0,0,0,0,0,0
"3","4","6/11/2018",0,0,0,0,0,0,0,0,0
"4","4","6/11/2018",0,0,0,0,0,0,0,0,0
"5","4","6/11/2018",0,0,0,0,0,0,0,0,0
"6","4","6/11/2018",0,0,0,0,0,0,0,0,0
"7","4","6/11/2018",0,0,0,0,0,0,0,0,0
"8","4","6/11/2018",0,0,0,0,0,0,0,0,0
"9","4","6/11/2018",0,0,0,0,0,0,0,0,0
"10","4","6/11/2018",0,0,0,0,0,0,0,0,0
"1","4","6/18/2018",0,0,0,0,0,0,0,0,0
"2","4","6/18/2018",0,0,0,0,0,0,0,0,0
"3","4","6/18/2018",0,0,0,0,0,0,0,0,0
"4","4","6/18/2018",0,0,0,0,0,0,0,0,0
"5","4","6/18/2018",0,0,0,0,0,0,0,0,0
"6","4","6/18/2018",0,0,0,0,0,0,0,0,0
"7","4","6/18/2018",0,0,0,0,0,0,0,0,0
"8","4","6/18/2018",0,0,0,0,0,0,0,0,0
"9","4","6/18/2018",0,0,0,0,0,0,0,0,0
"10","4","6/18/2018",0,0,0,0,0,0,0,0,0
"1","4","6/25/2018",0,0,0,0,0,0,0,0,0
"2","4","6/25/2018",0,0,0,0,0,0,0,0,0
"3","4","6/25/2018",0,0,0,0,0,0,0,0,0
"4","4","6/25/2018",0,0,0,0,0,0,0,0,0
"5","4","6/25/2018",0,0,0,0,0,0,0,0,0
"6","4","6/25/2018",0,0,0,0,0,0,0,0,0
"7","4","6/25/2018",0,0,0,0,0,0,0,0,0
"8","4","6/25/2018",0,0,0,0,0,0,0,0,0
"9","4","6/25/2018",0,0,0,0,0,0,0,0,0
"10","4","6/25/2018",0,0,0,0,0,0,0,0,0
"1","4","7/2/2018",5,0,8,0,0,3,37,0,7
"2","4","7/2/2018",0,0,1,0,1,0,35,1,3
"3","4","7/2/2018",4,1,1,0,2,2,49,0,6
"4","4","7/2/2018",1,0,3,1,0,2,45,0,12
"5","4","7/2/2018",2,0,0,0,0,5,34,0,14
"6","4","7/2/2018",0,0,0,0,0,0,60,0,21
"7","4","7/2/2018",4,3,0,0,0,3,47,0,22
"8","4","7/2/2018",0,0,1,0,0,2,35,0,9
"9","4","7/2/2018",2,0,0,0,0,3,25,0,12
"10","4","7/2/2018",4,0,2,0,5,1,52,0,20
"1","4","7/9/2018",1,0,2,0,0,3,24,1,15
"2","4","7/9/2018",4,0,0,0,3,3,33,0,17
"3","4","7/9/2018",0,0,0,0,1,5,46,0,13
"4","4","7/9/2018",2,2,0,0,0,7,70,0,0
"5","4","7/9/2018",1,1,0,0,0,7,33,0,20
"6","4","7/9/2018",3,3,1,0,1,4,31,0,25
"7","4","7/9/2018",0,0,4,0,0,3,36,2,10
"8","4","7/9/2018",0,1,6,0,2,5,36,0,36
"9","4","7/9/2018",3,0,6,0,3,5,34,0,4
"10","4","7/9/2018",5,2,7,0,0,9,33,1,16
"1","4","7/16/2018",4,0,1,0,0,2,28,1,8
"2","4","7/16/2018",2,2,0,0,0,3,41,0,22
"3","4","7/16/2018",3,1,0,0,1,1,30,0,20
"4","4","7/16/2018",2,2,5,0,1,3,39,0,15
"5","4","7/16/2018",1,0,3,0,1,3,22,1,16
"6","4","7/16/2018",5,4,0,0,0,2,26,0,34
"7","4","7/16/2018",1,0,0,0,1,7,42,0,21
"8","4","7/16/2018",0,0,1,0,0,4,30,0,25
"9","4","7/16/2018",5,0,0,0,0,3,16,0,11
"10","4","7/16/2018",9,0,2,0,2,4,25,0,19
"1","4","7/23/2018",1,0,0,0,0,0,4,0,12
"2","4","7/23/2018",0,0,0,0,0,0,3,0,9
"3","4","7/23/2018",4,0,0,0,0,1,0,0,5
"4","4","7/23/2018",0,0,0,0,0,0,5,0,9
"5","4","7/23/2018",2,0,0,0,0,1,7,0,16
"6","4","7/23/2018",4,0,0,0,0,0,0,0,8
"7","4","7/23/2018",0,0,0,0,0,2,7,0,24
"8","4","7/23/2018",2,0,0,0,0,3,9,0,11
"9","4","7/23/2018",0,0,0,0,0,0,0,0,0
"10","4","7/23/2018",0,0,0,0,0,0,0,0,0
"1","4","7/30/2018",5,0,0,0,0,2,15,0,2
"2","4","7/30/2018",4,0,0,0,0,4,23,0,2
"3","4","7/30/2018",5,0,1,0,1,3,15,0,0
"4","4","7/30/2018",3,2,0,0,2,0,11,0,1
"5","4","7/30/2018",5,0,0,0,1,0,12,0,1
"6","4","7/30/2018",0,0,1,0,2,1,12,0,1
"7","4","7/30/2018",4,0,0,0,0,0,18,0,5
"8","4","7/30/2018",0,1,0,0,0,1,24,0,4
"9","4","7/30/2018",1,0,1,0,3,2,6,0,4
"10","4","7/30/2018",0,0,2,0,5,1,8,0,0
"1","4","8/6/2018",0,0,1,0,6,1,12,0,2
"2","4","8/6/2018",0,0,1,0,4,0,9,0,2
"3","4","8/6/2018",0,0,0,0,8,3,17,0,0
"4","4","8/6/2018",0,0,0,0,5,1,8,0,1
"5","4","8/6/2018",0,0,0,0,0,0,0,0,0
"6","4","8/6/2018",0,0,0,0,0,0,0,0,0
"7","4","8/6/2018",0,0,0,0,0,0,0,0,0
"8","4","8/6/2018",0,0,0,0,0,0,0,0,0
"9","4","8/6/2018",0,0,0,0,0,0,0,0,0
"10","4","8/6/2018",0,0,0,0,0,0,0,0,0
"1","4","8/13/2018",0,0,0,0,0,0,0,0,0
"2","4","8/13/2018",0,0,0,0,0,0,0,0,0
"3","4","8/13/2018",0,0,0,0,0,0,0,0,0
"4","4","8/13/2018",0,0,0,0,0,0,0,0,0
"5","4","8/13/2018",0,0,0,0,0,0,0,0,0
"6","4","8/13/2018",0,0,0,0,0,0,0,0,0
"7","4","8/13/2018",0,0,0,0,0,0,0,0,0
"8","4","8/13/2018",0,0,0,0,0,0,0,0,0
"9","4","8/13/2018",0,0,0,0,0,0,0,0,0
"10","4","8/13/2018",0,0,0,0,0,0,0,0,0
"1","4","8/20/2018",0,0,0,0,0,0,0,0,0
"2","4","8/20/2018",0,0,0,0,0,0,0,0,0
"3","4","8/20/2018",0,0,0,0,0,0,0,0,0
"4","4","8/20/2018",0,0,0,0,0,0,0,0,0
"5","4","8/20/2018",0,0,0,0,0,0,0,0,0
"6","4","8/20/2018",0,0,0,0,0,0,0,0,0
"7","4","8/20/2018",0,0,0,0,0,0,0,0,0
"8","4","8/20/2018",0,0,0,0,0,0,0,0,0
"9","4","8/20/2018",0,0,0,0,0,0,0,0,0
"10","4","8/20/2018",0,0,0,0,0,0,0,0,0
"1","4","8/27/2018",2,1,0,0,1,0,11,0,3
"2","4","8/27/2018",1,0,0,0,1,0,9,0,5
"3","4","8/27/2018",3,0,0,0,1,1,19,1,6
"4","4","8/27/2018",2,0,0,0,2,1,18,0,2
"5","4","8/27/2018",0,2,0,0,1,1,10,2,2
"6","4","8/27/2018",0,0,0,0,1,1,21,2,0
"7","4","8/27/2018",3,0,0,0,3,0,14,0,2
"8","4","8/27/2018",2,0,0,0,2,0,13,0,0
"9","4","8/27/2018",3,0,0,0,0,0,17,0,1
"10","4","8/27/2018",3,0,1,0,1,1,16,0,1
"1","4","9/4/2018",2,0,0,0,0,0,16,0,4
"2","4","9/4/2018",2,2,0,0,0,2,17,2,11
"3","4","9/4/2018",1,0,1,0,0,2,16,1,4
"4","4","9/4/2018",1,0,0,0,4,2,13,0,10
"5","4","9/4/2018",4,1,0,0,0,1,31,2,24
"6","4","9/4/2018",3,0,0,0,1,2,18,1,14
"7","4","9/4/2018",2,4,0,0,0,0,13,0,9
"8","4","9/4/2018",4,0,0,0,0,1,18,0,2
"9","4","9/4/2018",1,0,3,0,2,2,13,0,1
"10","4","9/4/2018",0,1,0,0,0,2,16,0,11
"1","4","9/10/2018",2,0,0,0,0,2,14,0,9
"2","4","9/10/2018",3,0,0,0,2,0,18,0,18
"3","4","9/10/2018",4,0,0,0,0,1,13,1,20
"4","4","9/10/2018",5,1,1,0,0,3,22,0,23
