"","Watershed","date","Date","invert","size","count_zero","month","year","week"
"19206","6",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19207","6",2019-08-05,"8/5/2019","Other","Large",1,8,2019,31
"19208","6",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19209","6",2019-08-05,"8/5/2019","Other","Large",1,8,2019,31
"19210","6",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19211","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19212","HBK",2019-08-05,"8/5/2019","Other","Large",1,8,2019,31
"19213","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19214","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19215","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19216","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19217","HBK",2019-08-05,"8/5/2019","Other","Large",3,8,2019,31
"19218","HBK",2019-08-05,"8/5/2019","Other","Large",4,8,2019,31
"19219","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19220","HBK",2019-08-05,"8/5/2019","Other","Large",0,8,2019,31
"19221","1",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19222","1",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19223","1",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19224","1",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19225","1",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19226","1",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19227","1",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19228","1",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19229","1",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19230","1",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19231","2",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19232","2",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19233","2",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19234","2",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19235","2",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19236","2",2019-08-12,"8/12/2019","Other","Large",5,8,2019,32
"19237","2",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19238","2",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19239","2",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19240","2",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19241","3",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19242","3",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19243","3",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19244","3",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19245","3",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19246","3",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19247","3",2019-08-12,"8/12/2019","Other","Large",5,8,2019,32
"19248","3",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19249","3",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19250","3",2019-08-12,"8/12/2019","Other","Large",2,8,2019,32
"19251","6",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19252","6",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19253","6",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19254","6",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19255","6",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19256","6",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19257","6",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19258","6",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19259","6",2019-08-12,"8/12/2019","Other","Large",3,8,2019,32
"19260","6",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19261","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19262","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19263","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19264","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19265","HBK",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19266","HBK",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19267","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19268","HBK",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19269","HBK",2019-08-12,"8/12/2019","Other","Large",1,8,2019,32
"19270","HBK",2019-08-12,"8/12/2019","Other","Large",0,8,2019,32
"19271","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19272","1",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19273","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19274","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19275","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19276","1",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19277","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19278","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19279","1",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19280","1",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19281","2",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19282","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19283","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19284","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19285","2",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19286","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19287","2",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19288","2",2019-08-19,"8/19/2019","Other","Large",3,8,2019,33
"19289","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19290","2",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19291","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19292","3",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19293","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19294","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19295","3",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19296","3",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19297","3",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19298","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19299","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19300","3",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19301","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19302","6",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19303","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19304","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19305","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19306","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19307","6",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19308","6",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19309","6",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19310","6",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19311","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19312","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19313","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19314","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19315","HBK",2019-08-19,"8/19/2019","Other","Large",2,8,2019,33
"19316","HBK",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19317","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19318","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19319","HBK",2019-08-19,"8/19/2019","Other","Large",1,8,2019,33
"19320","HBK",2019-08-19,"8/19/2019","Other","Large",0,8,2019,33
"19321","1",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19322","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19323","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19324","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19325","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19326","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19327","1",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19328","1",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19329","1",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19330","1",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19331","2",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19332","2",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19333","2",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19334","2",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19335","2",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19336","2",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19337","2",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19338","2",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19339","2",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19340","2",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19341","3",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19342","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19343","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19344","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19345","3",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19346","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19347","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19348","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19349","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19350","3",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19351","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19352","6",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19353","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19354","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19355","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19356","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19357","6",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19358","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19359","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19360","6",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19361","HBK",2019-08-26,"8/26/2019","Other","Large",2,8,2019,34
"19362","HBK",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19363","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19364","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19365","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19366","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19367","HBK",2019-08-26,"8/26/2019","Other","Large",1,8,2019,34
"19368","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19369","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19370","HBK",2019-08-26,"8/26/2019","Other","Large",0,8,2019,34
"19371","1",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19372","1",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19373","1",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19374","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19375","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19376","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19377","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19378","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19379","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19380","1",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19381","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19382","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19383","6",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19384","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19385","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19386","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19387","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19388","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19389","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19390","6",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19391","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19392","HBK",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19393","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19394","HBK",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19395","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19396","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19397","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19398","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19399","HBK",2019-09-03,"9/3/2019","Other","Large",1,9,2019,36
"19400","HBK",2019-09-03,"9/3/2019","Other","Large",0,9,2019,36
"19401","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19402","1",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19403","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19404","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19405","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19406","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19407","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19408","1",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19409","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19410","1",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19411","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19412","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19413","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19414","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19415","6",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19416","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19417","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19418","6",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19419","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19420","6",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19421","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19422","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19423","HBK",2019-09-09,"9/9/2019","Other","Large",2,9,2019,36
"19424","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19425","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19426","HBK",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19427","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19428","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19429","HBK",2019-09-09,"9/9/2019","Other","Large",0,9,2019,36
"19430","HBK",2019-09-09,"9/9/2019","Other","Large",1,9,2019,36
"19431","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19432","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19433","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19434","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19435","6",2019-09-16,"9/16/2019","Other","Large",2,9,2019,37
"19436","6",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19437","6",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19438","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19439","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19440","6",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19441","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19442","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19443","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19444","HBK",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19445","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19446","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19447","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19448","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19449","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19450","HBK",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19451","1",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19452","1",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19453","1",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19454","1",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19455","1",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19456","1",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19457","1",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19458","1",2019-09-16,"9/16/2019","Other","Large",2,9,2019,37
"19459","1",2019-09-16,"9/16/2019","Other","Large",1,9,2019,37
"19460","1",2019-09-16,"9/16/2019","Other","Large",0,9,2019,37
"19461","1",2019-09-23,"9/23/2019","Other","Large",2,9,2019,38
"19462","1",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19463","1",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19464","1",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19465","1",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19466","1",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19467","1",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19468","1",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19469","1",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19470","3",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19471","6",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19472","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19473","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19474","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19475","6",2019-09-23,"9/23/2019","Other","Large",3,9,2019,38
"19476","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19477","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19478","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19479","6",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19480","6",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19481","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19482","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19483","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19484","HBK",2019-09-23,"9/23/2019","Other","Large",2,9,2019,38
"19485","HBK",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19486","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19487","HBK",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19488","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19489","HBK",2019-09-23,"9/23/2019","Other","Large",0,9,2019,38
"19490","HBK",2019-09-23,"9/23/2019","Other","Large",1,9,2019,38
"19491","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19492","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19493","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19494","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19495","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19496","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19497","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19498","1",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19499","1",2019-09-30,"9/30/2019","Other","Large",1,9,2019,39
"19500","1",2019-09-30,"9/30/2019","Other","Large",1,9,2019,39
"19501","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19502","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19503","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19504","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19505","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19506","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19507","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19508","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19509","6",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19510","6",2019-09-30,"9/30/2019","Other","Large",3,9,2019,39
"19511","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19512","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19513","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19514","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19515","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19516","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19517","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19518","HBK",2019-09-30,"9/30/2019","Other","Large",1,9,2019,39
"19519","HBK",2019-09-30,"9/30/2019","Other","Large",0,9,2019,39
"19520","HBK",2019-09-30,"9/30/2019","Other","Large",1,9,2019,39
"19521","1",2019-10-07,"10/7/2019","Other","Large",1,10,2019,40
"19522","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19523","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19524","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19525","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19526","1",2019-10-07,"10/7/2019","Other","Large",1,10,2019,40
"19527","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19528","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19529","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19530","1",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19531","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19532","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19533","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19534","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19535","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19536","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19537","6",2019-10-07,"10/7/2019","Other","Large",1,10,2019,40
"19538","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19539","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19540","6",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19541","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19542","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19543","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19544","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19545","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19546","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19547","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19548","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19549","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19550","HBK",2019-10-07,"10/7/2019","Other","Large",0,10,2019,40
"19551","1",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19552","1",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19553","1",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19554","1",2019-10-15,"10/15/2019","Other","Large",4,10,2019,42
"19555","1",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19556","1",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19557","1",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19558","1",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19559","1",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19560","1",2019-10-15,"10/15/2019","Other","Large",3,10,2019,42
"19561","6",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19562","6",2019-10-15,"10/15/2019","Other","Large",3,10,2019,42
"19563","6",2019-10-15,"10/15/2019","Other","Large",2,10,2019,42
"19564","6",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19565","6",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19566","6",2019-10-15,"10/15/2019","Other","Large",2,10,2019,42
"19567","6",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19568","6",2019-10-15,"10/15/2019","Other","Large",2,10,2019,42
"19569","6",2019-10-15,"10/15/2019","Other","Large",2,10,2019,42
"19570","6",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19571","HBK",2019-10-15,"10/15/2019","Other","Large",2,10,2019,42
"19572","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19573","HBK",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19574","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19575","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19576","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19577","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19578","HBK",2019-10-15,"10/15/2019","Other","Large",0,10,2019,42
"19579","HBK",2019-10-15,"10/15/2019","Other","Large",1,10,2019,42
"19580","HBK",2019-10-15,"10/15/2019","Other","Large",3,10,2019,42
"19581","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
"19582","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
"19583","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
"19584","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
"19585","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
"19586","1",2019-10-21,"10/21/2019","Other","Large",0,10,2019,42
