"Watershed","date","invert","Sample","size","count_zero","month","year"
"4",2018-09-10,"Caddisfly","3","Large",0,9,2018
"4",2018-09-10,"Caddisfly","4","Large",1,9,2018
"4",2018-09-10,"Caddisfly","5","Large",0,9,2018
"4",2018-09-10,"Caddisfly","6","Large",0,9,2018
"4",2018-09-10,"Caddisfly","7","Large",0,9,2018
"4",2018-09-10,"Caddisfly","8","Large",0,9,2018
"4",2018-09-10,"Caddisfly","9","Large",0,9,2018
"4",2018-09-10,"Caddisfly","10","Large",0,9,2018
"4",2018-09-17,"Caddisfly","1","Large",0,9,2018
"4",2018-09-17,"Caddisfly","2","Large",1,9,2018
"4",2018-09-17,"Caddisfly","3","Large",0,9,2018
"4",2018-09-17,"Caddisfly","4","Large",0,9,2018
"4",2018-09-17,"Caddisfly","5","Large",0,9,2018
"4",2018-09-17,"Caddisfly","6","Large",0,9,2018
"4",2018-09-17,"Caddisfly","7","Large",0,9,2018
"4",2018-09-17,"Caddisfly","8","Large",0,9,2018
"4",2018-09-17,"Caddisfly","9","Large",1,9,2018
"4",2018-09-17,"Caddisfly","10","Large",0,9,2018
"4",2018-09-24,"Caddisfly","1","Large",0,9,2018
"4",2018-09-24,"Caddisfly","2","Large",0,9,2018
"4",2018-09-24,"Caddisfly","3","Large",0,9,2018
"4",2018-09-24,"Caddisfly","4","Large",0,9,2018
"4",2018-09-24,"Caddisfly","5","Large",0,9,2018
"4",2018-09-24,"Caddisfly","6","Large",0,9,2018
"4",2018-09-24,"Caddisfly","7","Large",0,9,2018
"4",2018-09-24,"Caddisfly","8","Large",1,9,2018
"4",2018-09-24,"Caddisfly","9","Large",0,9,2018
"4",2018-09-24,"Caddisfly","10","Large",0,9,2018
"4",2018-10-01,"Caddisfly","1","Large",0,10,2018
"4",2018-10-01,"Caddisfly","2","Large",0,10,2018
"4",2018-10-01,"Caddisfly","3","Large",0,10,2018
"4",2018-10-01,"Caddisfly","4","Large",0,10,2018
"4",2018-10-01,"Caddisfly","5","Large",0,10,2018
"4",2018-10-01,"Caddisfly","6","Large",0,10,2018
"4",2018-10-01,"Caddisfly","7","Large",0,10,2018
"4",2018-10-01,"Caddisfly","8","Large",0,10,2018
"4",2018-10-01,"Caddisfly","9","Large",0,10,2018
"4",2018-10-01,"Caddisfly","10","Large",0,10,2018
"4",2018-10-08,"Caddisfly","1","Large",0,10,2018
"4",2018-10-08,"Caddisfly","2","Large",0,10,2018
"4",2018-10-08,"Caddisfly","3","Large",0,10,2018
"4",2018-10-08,"Caddisfly","4","Large",0,10,2018
"4",2018-10-08,"Caddisfly","5","Large",0,10,2018
"4",2018-10-08,"Caddisfly","6","Large",0,10,2018
"4",2018-10-08,"Caddisfly","7","Large",0,10,2018
"4",2018-10-08,"Caddisfly","8","Large",0,10,2018
"4",2018-10-08,"Caddisfly","9","Large",0,10,2018
"4",2018-10-08,"Caddisfly","10","Large",0,10,2018
"4",2018-10-15,"Caddisfly","1","Large",0,10,2018
"4",2018-10-15,"Caddisfly","2","Large",0,10,2018
"4",2018-10-15,"Caddisfly","3","Large",0,10,2018
"4",2018-10-15,"Caddisfly","4","Large",0,10,2018
"4",2018-10-15,"Caddisfly","5","Large",0,10,2018
"4",2018-10-15,"Caddisfly","6","Large",0,10,2018
"4",2018-10-15,"Caddisfly","7","Large",0,10,2018
"4",2018-10-15,"Caddisfly","8","Large",0,10,2018
"4",2018-10-15,"Caddisfly","9","Large",0,10,2018
"4",2018-10-15,"Caddisfly","10","Large",0,10,2018
"4",2018-10-22,"Caddisfly","1","Large",0,10,2018
"4",2018-10-22,"Caddisfly","2","Large",0,10,2018
"4",2018-10-22,"Caddisfly","3","Large",0,10,2018
"4",2018-10-22,"Caddisfly","4","Large",0,10,2018
"4",2018-10-22,"Caddisfly","5","Large",0,10,2018
"4",2018-10-22,"Caddisfly","6","Large",0,10,2018
"4",2018-10-22,"Caddisfly","7","Large",0,10,2018
"4",2018-10-22,"Caddisfly","8","Large",0,10,2018
"4",2018-10-22,"Caddisfly","9","Large",0,10,2018
"4",2018-10-22,"Caddisfly","10","Large",0,10,2018
"4",2018-10-29,"Caddisfly","1","Large",0,10,2018
"4",2018-10-29,"Caddisfly","2","Large",0,10,2018
"4",2018-10-29,"Caddisfly","3","Large",0,10,2018
"4",2018-10-29,"Caddisfly","4","Large",0,10,2018
"4",2018-10-29,"Caddisfly","5","Large",0,10,2018
"4",2018-10-29,"Caddisfly","6","Large",0,10,2018
"4",2018-10-29,"Caddisfly","7","Large",0,10,2018
"4",2018-10-29,"Caddisfly","8","Large",0,10,2018
"4",2018-10-29,"Caddisfly","9","Large",0,10,2018
"4",2018-10-29,"Caddisfly","10","Large",0,10,2018
"4",2018-11-05,"Caddisfly","1","Large",0,11,2018
"4",2018-11-05,"Caddisfly","2","Large",0,11,2018
"4",2018-11-05,"Caddisfly","3","Large",0,11,2018
"4",2018-11-05,"Caddisfly","4","Large",0,11,2018
"4",2018-11-05,"Caddisfly","5","Large",0,11,2018
"4",2018-11-05,"Caddisfly","6","Large",0,11,2018
"4",2018-11-05,"Caddisfly","7","Large",0,11,2018
"4",2018-11-05,"Caddisfly","8","Large",0,11,2018
"4",2018-11-05,"Caddisfly","9","Large",0,11,2018
"4",2018-11-05,"Caddisfly","10","Large",0,11,2018
"4",2018-11-12,"Caddisfly","1","Large",0,11,2018
"4",2018-11-12,"Caddisfly","2","Large",0,11,2018
"4",2018-11-12,"Caddisfly","3","Large",0,11,2018
"4",2018-11-12,"Caddisfly","4","Large",0,11,2018
"4",2018-11-12,"Caddisfly","5","Large",0,11,2018
"4",2018-11-12,"Caddisfly","6","Large",0,11,2018
"4",2018-11-12,"Caddisfly","7","Large",0,11,2018
"4",2018-11-12,"Caddisfly","8","Large",0,11,2018
"4",2018-11-12,"Caddisfly","9","Large",0,11,2018
"4",2018-11-12,"Caddisfly","10","Large",0,11,2018
"4",2019-06-17,"Caddisfly","ST190451","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190451","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190452","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190452","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190453","Large",1,6,2019
"4",2019-06-17,"Caddisfly","ST190453","Large",1,6,2019
"4",2019-06-17,"Caddisfly","ST190454","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190454","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190455","Large",1,6,2019
"4",2019-06-17,"Caddisfly","ST190455","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190491","Large",1,6,2019
"4",2019-06-24,"Caddisfly","ST190491","Large",2,6,2019
"4",2019-06-24,"Caddisfly","ST190492","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190492","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190493","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190493","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190494","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190494","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190495","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190495","Large",0,6,2019
"4",2019-07-01,"Caddisfly","ST190531","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190531","Large",2,7,2019
"4",2019-07-01,"Caddisfly","ST190532","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190532","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190533","Large",3,7,2019
"4",2019-07-01,"Caddisfly","ST190533","Large",6,7,2019
"4",2019-07-01,"Caddisfly","ST190534","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190534","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190535","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190535","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190571","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190571","Large",6,7,2019
"4",2019-07-08,"Caddisfly","ST190572","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190572","Large",2,7,2019
"4",2019-07-08,"Caddisfly","ST190573","Large",4,7,2019
"4",2019-07-08,"Caddisfly","ST190573","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190574","Large",12,7,2019
"4",2019-07-08,"Caddisfly","ST190574","Large",3,7,2019
"4",2019-07-08,"Caddisfly","ST190575","Large",0,7,2019
"4",2019-07-08,"Caddisfly","ST190575","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190611","Large",3,7,2019
"4",2019-07-15,"Caddisfly","ST190611","Large",2,7,2019
"4",2019-07-15,"Caddisfly","ST190612","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190612","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190613","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190613","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190614","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190614","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190615","Large",3,7,2019
"4",2019-07-15,"Caddisfly","ST190615","Large",1,7,2019
"4",2019-07-22,"Caddisfly","ST190651","Large",1,7,2019
"4",2019-07-22,"Caddisfly","ST190651","Large",3,7,2019
"4",2019-07-22,"Caddisfly","ST190652","Large",2,7,2019
"4",2019-07-22,"Caddisfly","ST190652","Large",1,7,2019
"4",2019-07-22,"Caddisfly","ST190653","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190653","Large",2,7,2019
"4",2019-07-22,"Caddisfly","ST190654","Large",3,7,2019
"4",2019-07-22,"Caddisfly","ST190654","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190655","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190655","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190691","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190691","Large",1,7,2019
"4",2019-07-29,"Caddisfly","ST190692","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190692","Large",2,7,2019
"4",2019-07-29,"Caddisfly","ST190693","Large",1,7,2019
"4",2019-07-29,"Caddisfly","ST190693","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190694","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190694","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190695","Large",2,7,2019
"4",2019-07-29,"Caddisfly","ST190695","Large",1,7,2019
"4",2019-08-05,"Caddisfly","ST190731","Large",0,8,2019
"4",2019-08-05,"Caddisfly","ST190731","Large",1,8,2019
"4",2019-08-05,"Caddisfly","ST190732","Large",1,8,2019
"4",2019-08-05,"Caddisfly","ST190732","Large",0,8,2019
"4",2019-08-05,"Caddisfly","ST190733","Large",3,8,2019
"4",2019-08-05,"Caddisfly","ST190733","Large",4,8,2019
"4",2019-08-05,"Caddisfly","ST190734","Large",1,8,2019
"4",2019-08-05,"Caddisfly","ST190734","Large",0,8,2019
"4",2019-08-05,"Caddisfly","ST190735","Large",3,8,2019
"4",2019-08-05,"Caddisfly","ST190735","Large",5,8,2019
"4",2019-08-12,"Caddisfly","ST190771","Large",1,8,2019
"4",2019-08-12,"Caddisfly","ST190771","Large",0,8,2019
"4",2019-08-12,"Caddisfly","ST190772","Large",0,8,2019
"4",2019-08-12,"Caddisfly","ST190772","Large",0,8,2019
"4",2019-08-12,"Caddisfly","ST190773","Large",1,8,2019
"4",2019-08-12,"Caddisfly","ST190773","Large",1,8,2019
"4",2019-08-12,"Caddisfly","ST190774","Large",1,8,2019
"4",2019-08-12,"Caddisfly","ST190774","Large",2,8,2019
"4",2019-08-12,"Caddisfly","ST190775","Large",4,8,2019
"4",2019-08-12,"Caddisfly","ST190775","Large",0,8,2019
"4",2019-08-19,"Caddisfly","ST190811","Large",0,8,2019
"4",2019-08-19,"Caddisfly","ST190811","Large",1,8,2019
"4",2019-08-19,"Caddisfly","ST190812","Large",1,8,2019
"4",2019-08-19,"Caddisfly","ST190812","Large",2,8,2019
"4",2019-08-19,"Caddisfly","ST190813","Large",0,8,2019
"4",2019-08-19,"Caddisfly","ST190813","Large",1,8,2019
"4",2019-08-19,"Caddisfly","ST190814","Large",0,8,2019
"4",2019-08-19,"Caddisfly","ST190814","Large",2,8,2019
"4",2019-08-19,"Caddisfly","ST190815","Large",1,8,2019
"4",2019-08-19,"Caddisfly","ST190815","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190851","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190851","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190852","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190852","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190853","Large",1,8,2019
"4",2019-08-26,"Caddisfly","ST190853","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190854","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190854","Large",0,8,2019
"4",2019-08-26,"Caddisfly","ST190855","Large",3,8,2019
"4",2019-08-26,"Caddisfly","ST190855","Large",2,8,2019
"4",2019-06-02,"Caddisfly","ST190376","Large",1,6,2019
"4",2019-06-02,"Caddisfly","ST190376","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190377","Large",1,6,2019
"4",2019-06-02,"Caddisfly","ST190377","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190378","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190378","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190379","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190379","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190380","Large",0,6,2019
"4",2019-06-02,"Caddisfly","ST190380","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190416","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190416","Large",1,6,2019
"4",2019-06-10,"Caddisfly","ST190417","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190417","Large",3,6,2019
"4",2019-06-10,"Caddisfly","ST190418","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190418","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190419","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190419","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190420","Large",0,6,2019
"4",2019-06-10,"Caddisfly","ST190420","Large",1,6,2019
"4",2019-05-06,"Caddisfly","ST190216","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190216","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190217","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190217","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190218","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190218","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190219","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190219","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190220","Large",0,5,2019
"4",2019-05-06,"Caddisfly","ST190220","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190256","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190256","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190257","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190257","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190258","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190258","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190259","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190259","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190260","Large",0,5,2019
"4",2019-05-13,"Caddisfly","ST190260","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190296","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190296","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190297","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190297","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190298","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190298","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190299","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190299","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190300","Large",0,5,2019
"4",2019-05-20,"Caddisfly","ST190300","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190336","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190336","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190337","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190337","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190338","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190338","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190339","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190339","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190340","Large",0,5,2019
"4",2019-05-28,"Caddisfly","ST190340","Large",0,5,2019
"4",2019-04-15,"Caddisfly","ST190096","Large",0,4,2019
"4",2019-04-15,"Caddisfly","ST190096","Large",0,4,2019
"4",2019-06-17,"Caddisfly","ST190456","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190456","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190457","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190457","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190458","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190458","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190459","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190459","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190460","Large",0,6,2019
"4",2019-06-17,"Caddisfly","ST190460","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190496","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190496","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190497","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190497","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190498","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190498","Large",0,6,2019
"4",2019-06-24,"Caddisfly","ST190499","Large",2,6,2019
"4",2019-06-24,"Caddisfly","ST190499","Large",1,6,2019
"4",2019-06-24,"Caddisfly","ST190500","Large",1,6,2019
"4",2019-06-24,"Caddisfly","ST190500","Large",0,6,2019
"4",2019-07-01,"Caddisfly","ST190536","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190536","Large",2,7,2019
"4",2019-07-01,"Caddisfly","ST190537","Large",2,7,2019
"4",2019-07-01,"Caddisfly","ST190537","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190538","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190538","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190539","Large",2,7,2019
"4",2019-07-01,"Caddisfly","ST190539","Large",1,7,2019
"4",2019-07-01,"Caddisfly","ST190540","Large",0,7,2019
"4",2019-07-01,"Caddisfly","ST190540","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190576","Large",3,7,2019
"4",2019-07-08,"Caddisfly","ST190576","Large",3,7,2019
"4",2019-07-08,"Caddisfly","ST190577","Large",3,7,2019
"4",2019-07-08,"Caddisfly","ST190577","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190578","Large",2,7,2019
"4",2019-07-08,"Caddisfly","ST190578","Large",1,7,2019
"4",2019-07-08,"Caddisfly","ST190579","Large",5,7,2019
"4",2019-07-08,"Caddisfly","ST190579","Large",0,7,2019
"4",2019-07-08,"Caddisfly","ST190580","Large",2,7,2019
"4",2019-07-08,"Caddisfly","ST190580","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190616","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190616","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190617","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190617","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190618","Large",3,7,2019
"4",2019-07-15,"Caddisfly","ST190618","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190619","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190619","Large",0,7,2019
"4",2019-07-15,"Caddisfly","ST190620","Large",1,7,2019
"4",2019-07-15,"Caddisfly","ST190620","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190656","Large",3,7,2019
"4",2019-07-22,"Caddisfly","ST190656","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190657","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190657","Large",1,7,2019
"4",2019-07-22,"Caddisfly","ST190658","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190658","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190659","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190659","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190660","Large",0,7,2019
"4",2019-07-22,"Caddisfly","ST190660","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190696","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190696","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190697","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190697","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190698","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190698","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190699","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190699","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190700","Large",0,7,2019
"4",2019-07-29,"Caddisfly","ST190700","Large",0,7,2019
"4",2018-05-14,"Mayfly","1","Large",0,5,2018
"4",2018-05-14,"Mayfly","2","Large",0,5,2018
"4",2018-05-14,"Mayfly","3","Large",0,5,2018
"4",2018-05-14,"Mayfly","4","Large",0,5,2018
"4",2018-05-14,"Mayfly","5","Large",0,5,2018
"4",2018-05-14,"Mayfly","6","Large",0,5,2018
"4",2018-05-14,"Mayfly","7","Large",0,5,2018
"4",2018-05-14,"Mayfly","8","Large",0,5,2018
"4",2018-05-14,"Mayfly","9","Large",0,5,2018
"4",2018-05-14,"Mayfly","10","Large",0,5,2018
"4",2018-05-21,"Mayfly","1","Large",0,5,2018
"4",2018-05-21,"Mayfly","2","Large",0,5,2018
"4",2018-05-21,"Mayfly","3","Large",0,5,2018
"4",2018-05-21,"Mayfly","4","Large",0,5,2018
"4",2018-05-21,"Mayfly","5","Large",0,5,2018
"4",2018-05-21,"Mayfly","6","Large",0,5,2018
"4",2018-05-21,"Mayfly","7","Large",0,5,2018
"4",2018-05-21,"Mayfly","8","Large",0,5,2018
"4",2018-05-21,"Mayfly","9","Large",0,5,2018
"4",2018-05-21,"Mayfly","10","Large",0,5,2018
"4",2018-05-29,"Mayfly","1","Large",0,5,2018
"4",2018-05-29,"Mayfly","2","Large",0,5,2018
"4",2018-05-29,"Mayfly","3","Large",0,5,2018
"4",2018-05-29,"Mayfly","4","Large",0,5,2018
"4",2018-05-29,"Mayfly","5","Large",0,5,2018
"4",2018-05-29,"Mayfly","6","Large",0,5,2018
"4",2018-05-29,"Mayfly","7","Large",0,5,2018
"4",2018-05-29,"Mayfly","8","Large",0,5,2018
"4",2018-05-29,"Mayfly","9","Large",0,5,2018
"4",2018-05-29,"Mayfly","10","Large",0,5,2018
"4",2018-06-04,"Mayfly","1","Large",0,6,2018
"4",2018-06-04,"Mayfly","2","Large",0,6,2018
"4",2018-06-04,"Mayfly","3","Large",0,6,2018
"4",2018-06-04,"Mayfly","4","Large",0,6,2018
"4",2018-06-04,"Mayfly","5","Large",0,6,2018
"4",2018-06-04,"Mayfly","6","Large",0,6,2018
"4",2018-06-04,"Mayfly","7","Large",0,6,2018
"4",2018-06-04,"Mayfly","8","Large",0,6,2018
"4",2018-06-04,"Mayfly","9","Large",0,6,2018
"4",2018-06-04,"Mayfly","10","Large",0,6,2018
"4",2018-06-11,"Mayfly","1","Large",0,6,2018
"4",2018-06-11,"Mayfly","2","Large",0,6,2018
"4",2018-06-11,"Mayfly","3","Large",0,6,2018
"4",2018-06-11,"Mayfly","4","Large",0,6,2018
"4",2018-06-11,"Mayfly","5","Large",0,6,2018
"4",2018-06-11,"Mayfly","6","Large",0,6,2018
"4",2018-06-11,"Mayfly","7","Large",0,6,2018
"4",2018-06-11,"Mayfly","8","Large",0,6,2018
"4",2018-06-11,"Mayfly","9","Large",0,6,2018
"4",2018-06-11,"Mayfly","10","Large",0,6,2018
"4",2018-06-18,"Mayfly","1","Large",0,6,2018
"4",2018-06-18,"Mayfly","2","Large",0,6,2018
"4",2018-06-18,"Mayfly","3","Large",0,6,2018
"4",2018-06-18,"Mayfly","4","Large",0,6,2018
"4",2018-06-18,"Mayfly","5","Large",0,6,2018
"4",2018-06-18,"Mayfly","6","Large",0,6,2018
"4",2018-06-18,"Mayfly","7","Large",0,6,2018
"4",2018-06-18,"Mayfly","8","Large",0,6,2018
"4",2018-06-18,"Mayfly","9","Large",0,6,2018
"4",2018-06-18,"Mayfly","10","Large",0,6,2018
"4",2018-06-25,"Mayfly","1","Large",0,6,2018
"4",2018-06-25,"Mayfly","2","Large",0,6,2018
"4",2018-06-25,"Mayfly","3","Large",0,6,2018
"4",2018-06-25,"Mayfly","4","Large",0,6,2018
"4",2018-06-25,"Mayfly","5","Large",0,6,2018
"4",2018-06-25,"Mayfly","6","Large",0,6,2018
"4",2018-06-25,"Mayfly","7","Large",0,6,2018
"4",2018-06-25,"Mayfly","8","Large",0,6,2018
"4",2018-06-25,"Mayfly","9","Large",0,6,2018
"4",2018-06-25,"Mayfly","10","Large",0,6,2018
"4",2018-07-02,"Mayfly","1","Large",0,7,2018
"4",2018-07-02,"Mayfly","2","Large",0,7,2018
"4",2018-07-02,"Mayfly","3","Large",0,7,2018
"4",2018-07-02,"Mayfly","4","Large",1,7,2018
"4",2018-07-02,"Mayfly","5","Large",0,7,2018
"4",2018-07-02,"Mayfly","6","Large",0,7,2018
"4",2018-07-02,"Mayfly","7","Large",0,7,2018
"4",2018-07-02,"Mayfly","8","Large",0,7,2018
"4",2018-07-02,"Mayfly","9","Large",0,7,2018
"4",2018-07-02,"Mayfly","10","Large",0,7,2018
"4",2018-07-09,"Mayfly","1","Large",0,7,2018
"4",2018-07-09,"Mayfly","2","Large",0,7,2018
"4",2018-07-09,"Mayfly","3","Large",0,7,2018
"4",2018-07-09,"Mayfly","4","Large",0,7,2018
"4",2018-07-09,"Mayfly","5","Large",0,7,2018
"4",2018-07-09,"Mayfly","6","Large",0,7,2018
"4",2018-07-09,"Mayfly","7","Large",0,7,2018
"4",2018-07-09,"Mayfly","8","Large",0,7,2018
"4",2018-07-09,"Mayfly","9","Large",0,7,2018
"4",2018-07-09,"Mayfly","10","Large",0,7,2018
"4",2018-07-16,"Mayfly","1","Large",0,7,2018
"4",2018-07-16,"Mayfly","2","Large",0,7,2018
"4",2018-07-16,"Mayfly","3","Large",0,7,2018
"4",2018-07-16,"Mayfly","4","Large",0,7,2018
"4",2018-07-16,"Mayfly","5","Large",0,7,2018
"4",2018-07-16,"Mayfly","6","Large",0,7,2018
"4",2018-07-16,"Mayfly","7","Large",0,7,2018
"4",2018-07-16,"Mayfly","8","Large",0,7,2018
"4",2018-07-16,"Mayfly","9","Large",0,7,2018
"4",2018-07-16,"Mayfly","10","Large",0,7,2018
"4",2018-07-23,"Mayfly","1","Large",0,7,2018
"4",2018-07-23,"Mayfly","2","Large",0,7,2018
"4",2018-07-23,"Mayfly","3","Large",0,7,2018
"4",2018-07-23,"Mayfly","4","Large",0,7,2018
"4",2018-07-23,"Mayfly","5","Large",0,7,2018
